station name: Minneapolis/St Paul Threaded Reoord
station identifier: mspthr
key: T=trace | M=missing | S=multi-day value to follow | A=multi-day accumulative value | blank=unknown
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
1950-04-04,39,31,0.05,0.4,T,24,24,0,0,0
1950-04-05,38,27,0.00,0.0,T,24,24,0,0,0
1950-04-06,45,25,0.00,0.0,0,24,24,0,0,0
1950-04-07,51,24,0.00,0.0,0,24,24,0,0,0
1950-04-08,33,20,0.01,0.1,0,24,24,0,0,0
1950-04-09,33,26,0.29,0.3,T,24,24,0,0,0
1950-04-10,38,31,0.34,T,0,24,24,0,0,0
1950-04-11,35,22,T,T,0,24,24,0,0,0
1950-04-12,28,17,T,T,0,24,24,0,0,0
1950-04-13,35,18,0.00,0.0,0,24,24,0,0,0
1950-04-14,52,22,0.00,0.0,0,24,24,0,0,0
1950-04-15,60,30,0.00,0.0,0,24,24,0,0,0
1950-04-16,66,46,T,0.0,0,24,24,0,0,0
1950-04-17,69,40,0.00,0.0,0,24,24,0,0,0
1950-04-18,56,39,0.23,0.0,0,24,24,0,0,0
1950-04-19,40,33,T,T,0,24,24,0,0,0
1950-04-20,45,30,0.00,0.0,0,24,24,0,0,0
1950-04-21,53,27,0.00,0.0,0,24,24,0,0,0
1950-04-22,62,39,0.00,0.0,0,24,24,0,0,0
1950-04-23,55,40,0.03,0.0,0,24,24,0,0,0
1950-04-24,42,37,0.58,0.0,0,24,24,0,0,0
1950-04-25,37,28,0.31,3.2,T,24,24,0,0,0
1950-04-26,32,26,T,T,T,24,24,0,0,0
1950-04-27,34,27,T,T,T,24,24,0,0,0
1950-04-28,41,29,0.00,0.0,0,24,24,0,0,0
1950-04-29,41,31,0.23,1.0,T,24,24,0,0,0
1950-04-30,39,33,T,T,0,24,24,0,0,0
1950-05-01,46,30,0.00,0.0,0,24,24,0,0,0
1950-05-02,50,37,0.30,T,0,24,24,0,0,0
1950-05-03,55,41,0.14,0.0,0,24,24,0,0,0
1950-05-04,61,40,0.01,0.0,0,24,24,0,0,0
1950-05-05,73,37,1.01,0.0,0,24,24,0,0,0
1950-05-06,47,36,0.16,T,0,24,24,0,0,0
1950-05-07,55,37,T,0.0,0,24,24,0,0,0
1950-05-08,51,42,0.21,0.0,0,24,24,0,0,0
1950-05-09,52,41,0.01,0.0,0,24,24,0,0,0
1950-05-10,63,41,0.00,0.0,0,24,24,0,0,0
1950-05-11,73,45,0.00,0.0,0,24,24,0,0,0
1950-05-12,77,50,T,0.0,0,24,24,0,0,0
1950-05-13,74,48,0.00,0.0,0,24,24,0,0,0
1950-05-14,70,52,0.00,0.0,0,24,24,0,0,0
1950-05-15,64,47,0.00,0.0,0,24,24,0,0,0
1950-05-16,48,45,0.52,0.0,0,24,24,0,0,0
1950-05-17,56,48,0.00,0.0,0,24,24,0,0,0
1950-05-18,71,45,T,0.0,0,24,24,0,0,0
1950-05-19,63,48,0.22,0.0,0,24,24,0,0,0
1950-05-20,75,41,0.05,0.0,0,24,24,0,0,0
1950-05-21,62,51,0.14,0.0,0,24,24,0,0,0
1950-05-22,83,45,0.00,0.0,0,24,24,0,0,0
1950-05-23,87,64,0.00,0.0,0,24,24,0,0,0
1950-05-24,76,54,0.09,0.0,0,24,24,0,0,0
1950-05-25,69,52,0.01,0.0,0,24,24,0,0,0
1950-05-26,68,54,0.00,0.0,0,24,24,0,0,0
1950-05-27,74,46,0.00,0.0,0,24,24,0,0,0
1950-05-28,74,55,T,0.0,0,24,24,0,0,0
1950-05-29,81,59,0.00,0.0,0,24,24,0,0,0
1950-05-30,76,52,T,0.0,0,24,24,0,0,0
1950-05-31,68,49,T,0.0,0,24,24,0,0,0
1950-06-01,77,49,0.09,0.0,0,24,24,0,0,0
1950-06-02,63,49,0.07,0.0,0,24,24,0,0,0
1950-06-03,64,46,0.00,0.0,0,24,24,0,0,0
1950-06-04,82,51,0.00,0.0,0,24,24,0,0,0
1950-06-05,90,59,0.00,0.0,0,24,24,0,0,0
1950-06-06,94,64,0.00,0.0,0,24,24,0,0,0
1950-06-07,84,65,0.00,0.0,0,24,24,0,0,0
1950-06-08,79,67,0.00,0.0,0,24,24,0,0,0
1950-06-09,73,57,0.00,0.0,0,24,24,0,0,0
1950-06-10,74,54,0.00,0.0,0,24,24,0,0,0
1950-06-11,85,54,0.00,0.0,0,24,24,0,0,0
1950-06-12,84,61,0.36,0.0,0,24,24,0,0,0
1950-06-13,85,66,0.41,0.0,0,24,24,0,0,0
1950-06-14,83,63,T,0.0,0,24,24,0,0,0
1950-06-15,84,66,0.01,0.0,0,24,24,0,0,0
1950-06-16,72,52,T,0.0,0,24,24,0,0,0
1950-06-17,67,45,0.01,0.0,0,24,24,0,0,0
1950-06-18,58,46,0.24,0.0,0,24,24,0,0,0
1950-06-19,78,41,0.00,0.0,0,24,24,0,0,0
1950-06-20,74,60,0.02,0.0,0,24,24,0,0,0
1950-06-21,88,57,0.01,0.0,0,24,24,0,0,0
1950-06-22,90,70,0.00,0.0,0,24,24,0,0,0
1950-06-23,90,68,0.03,0.0,0,24,24,0,0,0
1950-06-24,90,63,0.00,0.0,0,24,24,0,0,0
1950-06-25,94,64,0.00,0.0,0,24,24,0,0,0
1950-06-26,67,57,T,0.0,0,24,24,0,0,0
1950-06-27,82,50,0.01,0.0,0,24,24,0,0,0
1950-06-28,70,54,T,0.0,0,24,24,0,0,0
1950-06-29,77,50,T,0.0,0,24,24,0,0,0
1950-06-30,73,51,0.00,0.0,0,24,24,0,0,0
1950-07-01,84,58,0.11,0.0,0,24,24,0,0,0
1950-07-02,80,58,0.00,0.0,0,24,24,0,0,0
1950-07-03,83,63,T,0.0,0,24,24,0,0,0
1950-07-04,74,59,0.00,0.0,0,24,24,0,0,0
1950-07-05,74,53,0.00,0.0,0,24,24,0,0,0
1950-07-06,84,53,0.00,0.0,0,24,24,0,0,0
1950-07-07,85,59,0.00,0.0,0,24,24,0,0,0
1950-07-08,84,64,0.00,0.0,0,24,24,0,0,0
1950-07-09,76,67,0.09,0.0,0,24,24,0,0,0
1950-07-10,90,65,0.00,0.0,0,24,24,0,0,0
1950-07-11,87,65,0.24,0.0,0,24,24,0,0,0
1950-07-12,77,55,0.36,0.0,0,24,24,0,0,0
1950-07-13,71,53,0.00,0.0,0,24,24,0,0,0
1950-07-14,82,58,0.00,0.0,0,24,24,0,0,0
1950-07-15,80,62,0.11,0.0,0,24,24,0,0,0
1950-07-16,82,59,0.13,0.0,0,24,24,0,0,0
1950-07-17,75,62,0.08,0.0,0,24,24,0,0,0
1950-07-18,84,58,T,0.0,0,24,24,0,0,0
1950-07-19,64,57,1.10,0.0,0,24,24,0,0,0
1950-07-20,80,51,0.00,0.0,0,24,24,0,0,0
1950-07-21,73,62,0.10,0.0,0,24,24,0,0,0
1950-07-22,82,60,1.05,T,0,24,24,0,0,0
1950-07-23,73,59,0.00,0.0,0,24,24,0,0,0
1950-07-24,81,57,0.00,0.0,0,24,24,0,0,0
1950-07-25,85,60,0.04,0.0,0,24,24,0,0,0
1950-07-26,83,58,0.00,0.0,0,24,24,0,0,0
1950-07-27,87,62,0.00,0.0,0,24,24,0,0,0
1950-07-28,89,66,0.00,0.0,0,24,24,0,0,0
1950-07-29,90,66,0.00,0.0,0,24,24,0,0,0
1950-07-30,88,69,0.12,0.0,0,24,24,0,0,0
1950-07-31,85,63,0.21,0.0,0,24,24,0,0,0
1950-08-01,66,54,0.16,0.0,0,24,24,0,0,0
1950-08-02,75,52,0.00,0.0,0,24,24,0,0,0
1950-08-03,82,56,0.00,0.0,0,24,24,0,0,0
1950-08-04,81,59,0.00,0.0,0,24,24,0,0,0
1950-08-05,85,60,0.00,0.0,0,24,24,0,0,0
1950-08-06,87,65,0.00,0.0,0,24,24,0,0,0
1950-08-07,82,69,0.00,0.0,0,24,24,0,0,0
1950-08-08,91,65,0.00,0.0,0,24,24,0,0,0
1950-08-09,92,61,0.00,0.0,0,24,24,0,0,0
1950-08-10,75,59,T,0.0,0,24,24,0,0,0
1950-08-11,75,53,0.00,0.0,0,24,24,0,0,0
1950-08-12,81,62,0.00,0.0,0,24,24,0,0,0
1950-08-13,80,58,0.00,0.0,0,24,24,0,0,0
1950-08-14,83,66,T,0.0,0,24,24,0,0,0
1950-08-15,95,62,0.00,0.0,0,24,24,0,0,0
1950-08-16,96,67,0.40,T,0,24,24,0,0,0
1950-08-17,71,57,0.00,0.0,0,24,24,0,0,0
1950-08-18,76,49,0.16,0.0,0,24,24,0,0,0
1950-08-19,62,49,0.00,0.0,0,24,24,0,0,0
1950-08-20,70,40,0.00,0.0,0,24,24,0,0,0
1950-08-21,70,52,0.00,0.0,0,24,24,0,0,0
1950-08-22,77,50,0.01,0.0,0,24,24,0,0,0
1950-08-23,74,61,T,0.0,0,24,24,0,0,0
1950-08-24,86,57,T,0.0,0,24,24,0,0,0
1950-08-25,72,53,0.00,0.0,0,24,24,0,0,0
1950-08-26,69,53,0.00,0.0,0,24,24,0,0,0
1950-08-27,75,57,T,0.0,0,24,24,0,0,0
1950-08-28,67,59,1.11,0.0,0,24,24,0,0,0
1950-08-29,67,54,0.00,0.0,0,24,24,0,0,0
1950-08-30,79,55,0.00,0.0,0,24,24,0,0,0
1950-08-31,86,57,0.00,0.0,0,24,24,0,0,0
1950-09-01,82,55,0.00,0.0,0,24,24,0,0,0
1950-09-02,79,59,0.00,0.0,0,24,24,0,0,0
1950-09-03,75,58,0.00,0.0,0,24,24,0,0,0
1950-09-04,76,52,0.00,0.0,0,24,24,0,0,0
1950-09-05,76,50,0.00,0.0,0,24,24,0,0,0
1950-09-06,78,50,0.00,0.0,0,24,24,0,0,0
1950-09-07,80,51,0.00,0.0,0,24,24,0,0,0
1950-09-08,86,52,0.00,0.0,0,24,24,0,0,0
1950-09-09,84,58,0.00,0.0,0,24,24,0,0,0
1950-09-10,81,56,0.00,0.0,0,24,24,0,0,0
1950-09-11,67,57,0.31,0.0,0,24,24,0,0,0
1950-09-12,58,54,0.20,0.0,0,24,24,0,0,0
1950-09-13,60,51,T,0.0,0,24,24,0,0,0
1950-09-14,70,48,0.00,0.0,0,24,24,0,0,0
1950-09-15,75,49,0.00,0.0,0,24,24,0,0,0
1950-09-16,64,55,0.02,0.0,0,24,24,0,0,0
1950-09-17,75,58,T,0.0,0,24,24,0,0,0
1950-09-18,79,59,0.33,0.0,0,24,24,0,0,0
1950-09-19,79,55,0.00,0.0,0,24,24,0,0,0
1950-09-20,68,57,T,0.0,0,24,24,0,0,0
1950-09-21,60,53,0.00,0.0,0,24,24,0,0,0
1950-09-22,75,50,0.00,0.0,0,24,24,0,0,0
1950-09-23,60,43,0.00,0.0,0,24,24,0,0,0
1950-09-24,67,36,0.00,0.0,0,24,24,0,0,0
1950-09-25,78,49,0.00,0.0,0,24,24,0,0,0
1950-09-26,73,48,0.00,0.0,0,24,24,0,0,0
1950-09-27,71,52,T,0.0,0,24,24,0,0,0
1950-09-28,70,46,0.00,0.0,0,24,24,0,0,0
1950-09-29,65,49,0.56,0.0,0,24,24,0,0,0
1950-09-30,78,56,0.04,0.0,0,24,24,0,0,0
1950-10-01,72,54,0.32,0.0,0,24,24,0,0,0
1950-10-02,54,39,0.65,0.0,0,24,24,0,0,0
1950-10-03,45,32,0.00,0.0,0,24,24,0,0,0
1950-10-04,52,31,0.00,0.0,0,24,24,0,0,0
1950-10-05,55,39,0.00,0.0,0,24,24,0,0,0
1950-10-06,71,48,0.07,0.0,0,24,24,0,0,0
1950-10-07,64,46,0.06,0.0,0,24,24,0,0,0
1950-10-08,56,42,T,0.0,0,24,24,0,0,0
1950-10-09,67,35,0.00,0.0,0,24,24,0,0,0
1950-10-10,66,48,0.00,0.0,0,24,24,0,0,0
1950-10-11,66,48,0.01,0.0,0,24,24,0,0,0
1950-10-12,64,44,0.00,0.0,0,24,24,0,0,0
1950-10-13,71,46,T,0.0,0,24,24,0,0,0
1950-10-14,65,44,0.00,0.0,0,24,24,0,0,0
1950-10-15,74,44,0.02,0.0,0,24,24,0,0,0
1950-10-16,69,51,0.09,0.0,0,24,24,0,0,0
1950-10-17,72,46,0.00,0.0,0,24,24,0,0,0
1950-10-18,87,61,0.00,0.0,0,24,24,0,0,0
1950-10-19,63,44,0.00,0.0,0,24,24,0,0,0
1950-10-20,69,36,0.00,0.0,0,24,24,0,0,0
1950-10-21,58,42,0.00,0.0,0,24,24,0,0,0
1950-10-22,43,38,0.00,0.0,0,24,24,0,0,0
1950-10-23,45,29,0.00,0.0,0,24,24,0,0,0
1950-10-24,52,34,0.00,0.0,0,24,24,0,0,0
1950-10-25,59,28,0.00,0.0,0,24,24,0,0,0
1950-10-26,56,43,T,0.0,0,24,24,0,0,0
1950-10-27,69,42,0.00,0.0,0,24,24,0,0,0
1950-10-28,68,49,0.00,0.0,0,24,24,0,0,0
1950-10-29,77,46,0.00,0.0,0,24,24,0,0,0
1950-10-30,83,49,0.00,0.0,0,24,24,0,0,0
1950-10-31,83,51,0.00,0.0,0,24,24,0,0,0
1950-11-01,57,40,0.04,0.0,0,24,24,0,0,0
1950-11-02,45,33,0.00,0.0,0,24,24,0,0,0
1950-11-03,37,29,T,T,0,24,24,0,0,0
1950-11-04,42,20,T,0.0,0,24,24,0,0,0
1950-11-05,60,34,0.00,0.0,0,24,24,0,0,0
1950-11-06,51,38,0.00,0.0,0,24,24,0,0,0
1950-11-07,47,31,0.00,0.0,0,24,24,0,0,0
1950-11-08,40,30,0.21,0.7,0,24,24,0,0,0
1950-11-09,32,22,T,T,T,24,24,0,0,0
1950-11-10,22,12,T,T,T,24,24,0,0,0
1950-11-11,24,8,0.00,0.0,T,24,24,0,0,0
1950-11-12,28,9,T,T,0,24,24,0,0,0
1950-11-13,41,22,T,T,0,24,24,0,0,0
1950-11-14,49,33,0.00,0.0,0,24,24,0,0,0
1950-11-15,47,35,0.12,T,0,24,24,0,0,0
1950-11-16,37,25,0.16,1.1,T,24,24,0,0,0
1950-11-17,40,20,0.00,0.0,T,24,24,0,0,0
1950-11-18,53,28,0.00,0.0,0,24,24,0,0,0
1950-11-19,34,11,0.00,0.0,0,24,24,0,0,0
1950-11-20,28,9,0.00,0.0,0,24,24,0,0,0
1950-11-21,31,21,T,T,0,24,24,0,0,0
1950-11-22,40,16,0.29,3.1,1,24,24,0,0,0
1950-11-23,16,-5,0.02,0.2,2,24,24,0,0,0
1950-11-24,14,-1,0.01,0.1,2,24,24,0,0,0
1950-11-25,23,13,0.04,0.4,2,24,24,0,0,0
1950-11-26,28,18,0.00,0.0,2,24,24,0,0,0
1950-11-27,23,12,0.00,0.0,2,24,24,0,0,0
1950-11-28,26,12,T,T,2,24,24,0,0,0
1950-11-29,32,12,T,T,2,24,24,0,0,0
1950-11-30,20,10,T,T,2,24,24,0,0,0
1950-12-01,27,12,0.16,1.6,2,24,24,0,0,0
1950-12-02,29,16,0.10,1.2,4,24,24,0,0,0
1950-12-03,16,-0,0.08,0.8,5,24,24,0,0,0
1950-12-04,14,-5,0.06,0.8,6,24,24,0,0,0
1950-12-05,14,8,0.39,4.8,10,24,24,0,0,0
1950-12-06,29,8,0.20,2.2,12,24,24,0,0,0
1950-12-07,31,27,0.26,3.0,16,24,24,0,0,0
1950-12-08,27,12,0.02,0.2,16,24,24,0,0,0
1950-12-09,22,10,T,T,15,24,24,0,0,0
1950-12-10,21,11,T,T,15,24,24,0,0,0
1950-12-11,24,16,0.10,1.4,16,24,24,0,0,0
1950-12-12,23,15,0.03,0.3,16,24,24,0,0,0
1950-12-13,17,-2,T,T,15,24,24,0,0,0
1950-12-14,22,-0,0.12,1.5,15,24,24,0,0,0
1950-12-15,16,3,T,T,14,24,24,0,0,0
1950-12-16,7,-7,0.00,0.0,13,24,24,0,0,0
1950-12-17,3,-10,T,T,13,24,24,0,0,0
1950-12-18,12,-14,0.02,0.4,13,24,24,0,0,0
1950-12-19,16,-0,0.01,0.2,13,24,24,0,0,0
1950-12-20,19,-7,T,T,13,24,24,0,0,0
1950-12-21,27,10,T,T,13,24,24,0,0,0
1950-12-22,29,22,T,T,11,24,24,0,0,0
1950-12-23,40,22,T,0.0,9,24,24,0,0,0
1950-12-24,23,2,0.00,0.0,9,24,24,0,0,0
1950-12-25,7,-0,0.39,5.9,14,24,24,0,0,0
1950-12-26,6,-19,0.02,0.3,15,24,24,0,0,0
1950-12-27,15,-20,0.00,0.0,14,24,24,0,0,0
1950-12-28,24,7,0.02,0.3,14,24,24,0,0,0
1950-12-29,7,-8,T,T,14,24,24,0,0,0
1950-12-30,24,7,0.01,0.1,13,24,24,0,0,0
1950-12-31,37,22,0.00,0.0,11,24,24,0,0,0
1951-01-01,36,5,T,T,11,24,24,0,0,0
1951-01-02,12,2,0.07,1.0,12,24,24,0,0,0
1951-01-03,18,-5,T,T,11,24,24,0,0,0
1951-01-04,21,-0,0.02,0.9,12,24,24,0,0,0
1951-01-05,12,-1,0.10,2.0,14,24,24,0,0,0
1951-01-06,5,-15,T,T,13,24,24,0,0,0
1951-01-07,6,-14,T,T,13,24,24,0,0,0
1951-01-08,18,-2,0.00,0.0,13,24,24,0,0,0
1951-01-09,33,13,0.00,0.0,12,24,24,0,0,0
1951-01-10,24,7,T,T,12,24,24,0,0,0
1951-01-11,25,-0,0.00,0.0,12,24,24,0,0,0
1951-01-12,27,9,0.00,0.0,11,24,24,0,0,0
1951-01-13,35,25,0.00,0.0,10,24,24,0,0,0
1951-01-14,27,16,T,T,10,24,24,0,0,0
1951-01-15,24,6,0.01,0.2,10,24,24,0,0,0
1951-01-16,40,6,0.00,0.0,10,24,24,0,0,0
1951-01-17,37,20,0.00,0.0,8,24,24,0,0,0
1951-01-18,39,24,0.00,0.0,8,24,24,0,0,0
1951-01-19,31,21,T,T,8,24,24,0,0,0
1951-01-20,24,-3,T,T,8,24,24,0,0,0
1951-01-21,7,-11,0.00,0.0,8,24,24,0,0,0
1951-01-22,28,4,0.05,0.5,8,24,24,0,0,0
1951-01-23,27,6,0.01,0.1,8,24,24,0,0,0
1951-01-24,12,1,T,T,8,24,24,0,0,0
1951-01-25,9,-8,0.00,0.0,8,24,24,0,0,0
1951-01-26,7,-2,0.16,2.2,10,24,24,0,0,0
1951-01-27,7,-8,0.02,0.2,10,24,24,0,0,0
1951-01-28,-8,-22,T,T,10,24,24,0,0,0
1951-01-29,-15,-29,0.00,0.0,10,24,24,0,0,0
1951-01-30,5,-29,T,T,10,24,24,0,0,0
1951-01-31,2,-15,T,T,10,24,24,0,0,0
1951-02-01,-8,-28,T,T,10,24,24,0,0,0
1951-02-02,14,-19,T,T,10,24,24,0,0,0
1951-02-03,31,6,T,T,10,24,24,0,0,0
1951-02-04,26,4,T,T,10,24,24,0,0,0
1951-02-05,27,4,0.09,0.9,10,24,24,0,0,0
1951-02-06,28,-7,0.11,1.7,13,24,24,0,0,0
1951-02-07,-5,-17,0.00,0.0,12,24,24,0,0,0
1951-02-08,-1,-18,T,T,12,24,24,0,0,0
1951-02-09,10,-17,T,T,12,24,24,0,0,0
1951-02-10,34,10,0.00,0.0,10,24,24,0,0,0
1951-02-11,32,21,0.00,0.0,10,24,24,0,0,0
1951-02-12,21,3,T,T,10,24,24,0,0,0
1951-02-13,6,-8,0.00,0.0,10,24,24,0,0,0
1951-02-14,18,-15,T,T,10,24,24,0,0,0
1951-02-15,27,-0,T,T,10,24,24,0,0,0
1951-02-16,32,24,T,T,10,24,24,0,0,0
1951-02-17,38,30,0.00,0.0,9,24,24,0,0,0
1951-02-18,38,32,0.00,0.0,8,24,24,0,0,0
1951-02-19,35,31,T,T,8,24,24,0,0,0
1951-02-20,32,21,T,T,8,24,24,0,0,0
1951-02-21,37,15,T,T,7,24,24,0,0,0
1951-02-22,43,18,T,T,6,24,24,0,0,0
1951-02-23,36,22,T,T,5,24,24,0,0,0
1951-02-24,44,31,0.24,0.0,3,24,24,0,0,0
1951-02-25,42,36,0.36,0.0,2,24,24,0,0,0
1951-02-26,37,33,0.40,T,1,24,24,0,0,0
1951-02-27,34,20,T,T,1,24,24,0,0,0
1951-02-28,23,17,0.51,6.0,4,24,24,0,0,0
1951-03-01,20,8,T,T,5,24,24,0,0,0
1951-03-02,23,5,0.58,7.1,7,24,24,0,0,0
1951-03-03,25,5,0.16,1.3,13,24,24,0,0,0
1951-03-04,23,-5,0.06,0.8,14,24,24,0,0,0
1951-03-05,43,14,0.00,0.0,13,24,24,0,0,0
1951-03-06,37,3,0.00,0.0,11,24,24,0,0,0
1951-03-07,13,-2,0.22,3.9,12,24,24,0,0,0
1951-03-08,11,-6,0.02,0.4,14,24,24,0,0,0
1951-03-09,20,-10,T,T,13,24,24,0,0,0
1951-03-10,29,17,0.21,3.0,13,24,24,0,0,0
1951-03-11,30,22,0.36,5.3,20,24,24,0,0,0
1951-03-12,29,20,0.15,2.1,22,24,24,0,0,0
1951-03-13,27,20,0.09,1.3,24,24,24,0,0,0
1951-03-14,33,20,T,T,22,24,24,0,0,0
1951-03-15,30,13,0.00,0.0,20,24,24,0,0,0
1951-03-16,39,5,0.00,0.0,19,24,24,0,0,0
1951-03-17,35,22,0.02,0.3,18,24,24,0,0,0
1951-03-18,28,15,0.69,9.6,27,24,24,0,0,0
1951-03-19,15,4,T,T,26,24,24,0,0,0
1951-03-20,12,-0,T,T,25,24,24,0,0,0
1951-03-21,16,-2,0.00,0.0,23,24,24,0,0,0
1951-03-22,41,11,0.00,0.0,20,24,24,0,0,0
1951-03-23,29,15,0.23,2.8,22,24,24,0,0,0
1951-03-24,29,6,0.00,0.0,21,24,24,0,0,0
1951-03-25,40,19,0.06,0.8,20,24,24,0,0,0
1951-03-26,43,22,0.00,0.0,16,24,24,0,0,0
