station name: Minneapolis/St Paul Threaded Reoord
station identifier: mspthr
key: T=trace | M=missing | S=multi-day value to follow | A=multi-day accumulative value | blank=unknown
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
1930-04-05,64,45,T,0.0,0,0,0,0,0,0
1930-04-06,65,38,0.00,0.0,0,0,0,0,0,0
1930-04-07,54,35,0.00,0.0,0,0,0,0,0,0
1930-04-08,64,37,0.00,0.0,0,0,0,0,0,0
1930-04-09,81,47,0.00,0.0,0,0,0,0,0,0
1930-04-10,76,53,0.00,0.0,0,0,0,0,0,0
1930-04-11,69,51,0.13,0.0,0,0,0,0,0,0
1930-04-12,70,49,0.00,0.0,0,0,0,0,0,0
1930-04-13,72,48,0.00,0.0,0,0,0,0,0,0
1930-04-14,60,38,T,0.0,0,0,0,0,0,0
1930-04-15,52,39,T,0.0,0,0,0,0,0,0
1930-04-16,42,37,T,0.0,0,0,0,0,0,0
1930-04-17,46,35,0.10,0.0,0,0,0,0,0,0
1930-04-18,56,35,0.09,0.0,0,0,0,0,0,0
1930-04-19,50,29,0.00,0.0,0,0,0,0,0,0
1930-04-20,59,34,0.00,0.0,0,0,0,0,0,0
1930-04-21,45,31,T,0.0,0,0,0,0,0,0
1930-04-22,44,27,0.00,0.0,0,0,0,0,0,0
1930-04-23,47,33,0.00,0.0,0,0,0,0,0,0
1930-04-24,51,27,0.00,0.0,0,0,0,0,0,0
1930-04-25,56,32,0.00,0.0,0,0,0,0,0,0
1930-04-26,63,38,0.00,0.0,0,0,0,0,0,0
1930-04-27,60,47,T,0.0,0,0,0,0,0,0
1930-04-28,60,46,0.00,0.0,0,0,0,0,0,0
1930-04-29,67,52,0.12,0.0,0,0,0,0,0,0
1930-04-30,70,58,0.18,0.0,0,0,0,0,0,0
1930-05-01,82,54,0.26,0.0,0,0,0,0,0,0
1930-05-02,68,49,0.00,0.0,0,0,0,0,0,0
1930-05-03,80,52,0.00,0.0,0,0,0,0,0,0
1930-05-04,70,59,0.19,0.0,0,0,0,0,0,0
1930-05-05,78,58,0.01,0.0,0,0,0,0,0,0
1930-05-06,75,54,0.24,0.0,0,0,0,0,0,0
1930-05-07,72,48,1.16,0.0,0,0,0,0,0,0
1930-05-08,67,47,0.00,0.0,0,0,0,0,0,0
1930-05-09,82,52,0.10,0.0,0,0,0,0,0,0
1930-05-10,76,60,0.26,0.0,0,0,0,0,0,0
1930-05-11,77,60,1.09,0.0,0,0,0,0,0,0
1930-05-12,60,52,T,0.0,0,0,0,0,0,0
1930-05-13,60,44,0.02,0.0,0,0,0,0,0,0
1930-05-14,54,42,0.04,0.0,0,0,0,0,0,0
1930-05-15,60,44,0.00,0.0,0,0,0,0,0,0
1930-05-16,49,37,0.00,0.0,0,0,0,0,0,0
1930-05-17,51,32,0.00,0.0,0,0,0,0,0,0
1930-05-18,58,44,T,0.0,0,0,0,0,0,0
1930-05-19,59,46,0.00,0.0,0,0,0,0,0,0
1930-05-20,79,51,T,0.0,0,0,0,0,0,0
1930-05-21,86,64,0.00,0.0,0,0,0,0,0,0
1930-05-22,78,55,0.01,0.0,0,0,0,0,0,0
1930-05-23,59,46,0.00,0.0,0,0,0,0,0,0
1930-05-24,61,39,0.00,0.0,0,0,0,0,0,0
1930-05-25,67,47,T,0.0,0,0,0,0,0,0
1930-05-26,71,50,0.00,0.0,0,0,0,0,0,0
1930-05-27,67,41,0.00,0.0,0,0,0,0,0,0
1930-05-28,62,40,0.00,0.0,0,0,0,0,0,0
1930-05-29,57,41,0.00,0.0,0,0,0,0,0,0
1930-05-30,71,45,0.00,0.0,0,0,0,0,0,0
1930-05-31,77,51,0.00,0.0,0,0,0,0,0,0
1930-06-01,82,60,0.01,0.0,0,0,0,0,0,0
1930-06-02,89,57,0.05,0.0,0,0,0,0,0,0
1930-06-03,81,59,0.76,0.0,0,0,0,0,0,0
1930-06-04,74,60,1.01,0.0,0,0,0,0,0,0
1930-06-05,72,57,0.02,0.0,0,0,0,0,0,0
1930-06-06,58,52,T,0.0,0,0,0,0,0,0
1930-06-07,68,51,0.00,0.0,0,0,0,0,0,0
1930-06-08,76,53,0.00,0.0,0,0,0,0,0,0
1930-06-09,78,58,0.00,0.0,0,0,0,0,0,0
1930-06-10,82,59,0.73,0.0,0,0,0,0,0,0
1930-06-11,80,58,0.01,0.0,0,0,0,0,0,0
1930-06-12,77,58,0.29,0.0,0,0,0,0,0,0
1930-06-13,76,56,0.68,0.0,0,0,0,0,0,0
1930-06-14,81,59,0.02,0.0,0,0,0,0,0,0
1930-06-15,74,59,T,0.0,0,0,0,0,0,0
1930-06-16,68,57,0.21,0.0,0,0,0,0,0,0
1930-06-17,63,55,0.00,0.0,0,0,0,0,0,0
1930-06-18,70,50,0.00,0.0,0,0,0,0,0,0
1930-06-19,80,57,0.00,0.0,0,0,0,0,0,0
1930-06-20,86,65,0.00,0.0,0,0,0,0,0,0
1930-06-21,91,70,0.20,0.0,0,0,0,0,0,0
1930-06-22,85,68,2.12,0.0,0,0,0,0,0,0
1930-06-23,85,65,0.00,0.0,0,0,0,0,0,0
1930-06-24,85,60,0.04,0.0,0,0,0,0,0,0
1930-06-25,81,62,0.44,0.0,0,0,0,0,0,0
1930-06-26,82,58,0.00,0.0,0,0,0,0,0,0
1930-06-27,81,64,0.00,0.0,0,0,0,0,0,0
1930-06-28,83,62,0.00,0.0,0,0,0,0,0,0
1930-06-29,82,67,0.05,0.0,0,0,0,0,0,0
1930-06-30,73,57,0.04,0.0,0,0,0,0,0,0
1930-07-01,73,52,0.00,0.0,0,0,0,0,0,0
1930-07-02,76,58,0.00,0.0,0,0,0,0,0,0
1930-07-03,76,61,0.03,0.0,0,0,0,0,0,0
1930-07-04,82,61,0.45,0.0,0,0,0,0,0,0
1930-07-05,88,69,0.00,0.0,0,0,0,0,0,0
1930-07-06,85,67,0.00,0.0,0,0,0,0,0,0
1930-07-07,89,65,0.00,0.0,0,0,0,0,0,0
1930-07-08,91,71,0.05,0.0,0,0,0,0,0,0
1930-07-09,95,74,0.00,0.0,0,0,0,0,0,0
1930-07-10,98,77,0.00,0.0,0,0,0,0,0,0
1930-07-11,92,77,0.00,0.0,0,0,0,0,0,0
1930-07-12,86,65,0.00,0.0,0,0,0,0,0,0
1930-07-13,71,57,0.00,0.0,0,0,0,0,0,0
1930-07-14,72,50,0.00,0.0,0,0,0,0,0,0
1930-07-15,85,56,0.00,0.0,0,0,0,0,0,0
1930-07-16,93,70,0.00,0.0,0,0,0,0,0,0
1930-07-17,91,69,0.00,0.0,0,0,0,0,0,0
1930-07-18,90,63,T,0.0,0,0,0,0,0,0
1930-07-19,88,68,T,0.0,0,0,0,0,0,0
1930-07-20,83,68,0.00,0.0,0,0,0,0,0,0
1930-07-21,77,66,0.00,0.0,0,0,0,0,0,0
1930-07-22,82,59,0.00,0.0,0,0,0,0,0,0
1930-07-23,88,64,0.21,0.0,0,0,0,0,0,0
1930-07-24,91,68,0.00,0.0,0,0,0,0,0,0
1930-07-25,97,67,0.06,0.0,0,0,0,0,0,0
1930-07-26,97,68,0.09,0.0,0,0,0,0,0,0
1930-07-27,98,70,0.03,0.0,0,0,0,0,0,0
1930-07-28,79,64,0.00,0.0,0,0,0,0,0,0
1930-07-29,82,62,0.00,0.0,0,0,0,0,0,0
1930-07-30,80,59,0.00,0.0,0,0,0,0,0,0
1930-07-31,89,62,0.00,0.0,0,0,0,0,0,0
1930-08-01,95,67,0.19,0.0,0,0,0,0,0,0
1930-08-02,97,71,0.04,0.0,0,0,0,0,0,0
1930-08-03,98,74,0.05,0.0,0,0,0,0,0,0
1930-08-04,92,72,0.00,0.0,0,0,0,0,0,0
1930-08-05,89,71,0.00,0.0,0,0,0,0,0,0
1930-08-06,93,70,0.00,0.0,0,0,0,0,0,0
1930-08-07,87,74,T,0.0,0,0,0,0,0,0
1930-08-08,95,70,T,0.0,0,0,0,0,0,0
1930-08-09,80,64,0.00,0.0,0,0,0,0,0,0
1930-08-10,74,54,0.00,0.0,0,0,0,0,0,0
1930-08-11,75,54,0.00,0.0,0,0,0,0,0,0
1930-08-12,80,62,T,0.0,0,0,0,0,0,0
1930-08-13,77,63,0.13,0.0,0,0,0,0,0,0
1930-08-14,89,64,0.00,0.0,0,0,0,0,0,0
1930-08-15,91,70,0.00,0.0,0,0,0,0,0,0
1930-08-16,85,63,0.00,0.0,0,0,0,0,0,0
1930-08-17,82,65,0.00,0.0,0,0,0,0,0,0
1930-08-18,80,58,0.00,0.0,0,0,0,0,0,0
1930-08-19,79,59,0.00,0.0,0,0,0,0,0,0
1930-08-20,82,64,T,0.0,0,0,0,0,0,0
1930-08-21,82,58,0.00,0.0,0,0,0,0,0,0
1930-08-22,84,61,0.00,0.0,0,0,0,0,0,0
1930-08-23,84,62,0.00,0.0,0,0,0,0,0,0
1930-08-24,88,63,0.00,0.0,0,0,0,0,0,0
1930-08-25,91,69,0.00,0.0,0,0,0,0,0,0
1930-08-26,90,66,0.00,0.0,0,0,0,0,0,0
1930-08-27,77,70,0.08,0.0,0,0,0,0,0,0
1930-08-28,80,61,0.00,0.0,0,0,0,0,0,0
1930-08-29,82,60,0.00,0.0,0,0,0,0,0,0
1930-08-30,87,64,0.08,0.0,0,0,0,0,0,0
1930-08-31,92,66,0.15,0.0,0,0,0,0,0,0
1930-09-01,81,55,0.12,0.0,0,0,0,0,0,0
1930-09-02,78,51,0.00,0.0,0,0,0,0,0,0
1930-09-03,72,54,0.00,0.0,0,0,0,0,0,0
1930-09-04,83,53,0.67,0.0,0,0,0,0,0,0
1930-09-05,68,55,T,0.0,0,0,0,0,0,0
1930-09-06,71,51,0.00,0.0,0,0,0,0,0,0
1930-09-07,70,60,T,0.0,0,0,0,0,0,0
1930-09-08,76,53,0.00,0.0,0,0,0,0,0,0
1930-09-09,73,61,T,0.0,0,0,0,0,0,0
1930-09-10,82,59,0.00,0.0,0,0,0,0,0,0
1930-09-11,85,67,0.41,0.0,0,0,0,0,0,0
1930-09-12,88,64,0.28,0.0,0,0,0,0,0,0
1930-09-13,78,62,0.00,0.0,0,0,0,0,0,0
1930-09-14,74,54,0.04,0.0,0,0,0,0,0,0
1930-09-15,79,51,0.00,0.0,0,0,0,0,0,0
1930-09-16,67,54,0.00,0.0,0,0,0,0,0,0
1930-09-17,69,49,0.00,0.0,0,0,0,0,0,0
1930-09-18,86,51,0.00,0.0,0,0,0,0,0,0
1930-09-19,73,51,0.01,0.0,0,0,0,0,0,0
1930-09-20,64,44,0.00,0.0,0,0,0,0,0,0
1930-09-21,73,55,0.00,0.0,0,0,0,0,0,0
1930-09-22,86,51,0.00,0.0,0,0,0,0,0,0
1930-09-23,87,71,0.00,0.0,0,0,0,0,0,0
1930-09-24,82,58,0.44,0.0,0,0,0,0,0,0
1930-09-25,64,48,0.36,0.0,0,0,0,0,0,0
1930-09-26,52,43,1.81,0.0,0,0,0,0,0,0
1930-09-27,50,38,0.00,0.0,0,0,0,0,0,0
1930-09-28,53,34,0.00,0.0,0,0,0,0,0,0
1930-09-29,58,36,0.00,0.0,0,0,0,0,0,0
1930-09-30,55,34,0.00,0.0,0,0,0,0,0,0
1930-10-01,64,41,0.18,0.0,0,0,0,0,0,0
1930-10-02,53,50,0.15,0.0,0,0,0,0,0,0
1930-10-03,56,48,0.02,0.0,0,0,0,0,0,0
1930-10-04,64,54,T,0.0,0,0,0,0,0,0
1930-10-05,65,57,T,0.0,0,0,0,0,0,0
1930-10-06,69,55,0.01,0.0,0,0,0,0,0,0
1930-10-07,63,56,0.12,0.0,0,0,0,0,0,0
1930-10-08,79,54,0.00,0.0,0,0,0,0,0,0
1930-10-09,79,58,0.00,0.0,0,0,0,0,0,0
1930-10-10,86,63,0.00,0.0,0,0,0,0,0,0
1930-10-11,84,62,0.00,0.0,0,0,0,0,0,0
1930-10-12,81,51,0.10,0.0,0,0,0,0,0,0
1930-10-13,54,42,0.00,0.0,0,0,0,0,0,0
1930-10-14,58,36,T,0.0,0,0,0,0,0,0
1930-10-15,59,50,0.17,0.0,0,0,0,0,0,0
1930-10-16,57,32,0.35,0.3,0,0,0,0,0,0
1930-10-17,33,24,T,T,0,0,0,0,0,0
1930-10-18,30,22,T,T,0,0,0,0,0,0
1930-10-19,31,21,0.00,T,0,0,0,0,0,0
1930-10-20,32,26,T,T,0,0,0,0,0,0
1930-10-21,39,21,0.00,0.0,0,0,0,0,0,0
1930-10-22,40,26,T,T,0,0,0,0,0,0
1930-10-23,48,33,0.00,0.0,0,0,0,0,0,0
1930-10-24,52,32,0.00,0.0,0,0,0,0,0,0
1930-10-25,61,38,0.00,0.0,0,0,0,0,0,0
1930-10-26,63,46,0.00,0.0,0,0,0,0,0,0
1930-10-27,60,37,T,0.0,0,0,0,0,0,0
1930-10-28,50,33,0.00,0.0,0,0,0,0,0,0
1930-10-29,44,30,0.02,T,0,0,0,0,0,0
1930-10-30,33,26,0.02,0.2,0,0,0,0,0,0
1930-10-31,34,22,0.00,0.0,0,0,0,0,0,0
1930-11-01,49,23,0.00,0.0,0,0,0,0,0,0
1930-11-02,52,31,0.00,0.0,0,0,0,0,0,0
1930-11-03,52,29,0.00,0.0,0,0,0,0,0,0
1930-11-04,56,29,0.00,0.0,0,0,0,0,0,0
1930-11-05,30,19,0.00,0.0,0,0,0,0,0,0
1930-11-06,35,16,0.00,0.0,0,0,0,0,0,0
1930-11-07,52,27,0.00,0.0,0,0,0,0,0,0
1930-11-08,66,42,0.00,0.0,0,0,0,0,0,0
1930-11-09,61,43,0.00,0.0,0,0,0,0,0,0
1930-11-10,67,40,0.00,0.0,0,0,0,0,0,0
1930-11-11,60,46,0.00,0.0,0,0,0,0,0,0
1930-11-12,53,43,0.00,0.0,0,0,0,0,0,0
1930-11-13,68,39,0.00,0.0,0,0,0,0,0,0
1930-11-14,60,48,T,0.0,0,0,0,0,0,0
1930-11-15,63,55,0.17,0.0,0,0,0,0,0,0
1930-11-16,59,34,1.07,0.3,T,0,0,0,0,0
1930-11-17,45,33,T,T,0,0,0,0,0,0
1930-11-18,52,32,0.00,0.0,0,0,0,0,0,0
1930-11-19,65,48,0.15,0.0,0,0,0,0,0,0
1930-11-20,62,43,0.60,0.0,0,0,0,0,0,0
1930-11-21,43,31,T,T,0,0,0,0,0,0
1930-11-22,41,29,0.00,0.0,0,0,0,0,0,0
1930-11-23,45,29,0.06,0.0,0,0,0,0,0,0
1930-11-24,29,16,0.03,0.4,T,0,0,0,0,0
1930-11-25,20,15,0.27,3.2,4,0,0,0,0,0
1930-11-26,16,-3,0.00,0.1,4,0,0,0,0,0
1930-11-27,7,-3,T,T,3,0,0,0,0,0
1930-11-28,15,-4,T,T,3,0,0,0,0,0
1930-11-29,27,14,0.00,0.0,2,0,0,0,0,0
1930-11-30,27,2,0.06,0.7,3,0,0,0,0,0
1930-12-01,2,-11,0.00,0.0,3,0,0,0,0,0
1930-12-02,30,2,T,T,3,0,0,0,0,0
1930-12-03,25,8,T,T,3,0,0,0,0,0
1930-12-04,30,14,T,0.0,3,0,0,0,0,0
1930-12-05,30,26,T,0.0,2,0,0,0,0,0
1930-12-06,32,26,0.00,0.0,2,0,0,0,0,0
1930-12-07,30,21,0.00,0.0,2,0,0,0,0,0
1930-12-08,41,23,0.00,0.0,2,0,0,0,0,0
1930-12-09,45,33,0.00,0.0,1,0,0,0,0,0
1930-12-10,41,34,0.00,0.0,1,0,0,0,0,0
1930-12-11,36,31,T,T,0,0,0,0,0,0
1930-12-12,31,25,T,T,0,0,0,0,0,0
1930-12-13,30,27,0.01,0.1,T,0,0,0,0,0
1930-12-14,28,17,T,T,0,0,0,0,0,0
1930-12-15,20,14,0.00,0.0,0,0,0,0,0,0
1930-12-16,29,14,0.00,0.0,0,0,0,0,0,0
1930-12-17,32,15,T,0.0,0,0,0,0,0,0
1930-12-18,30,25,0.05,0.4,T,0,0,0,0,0
1930-12-19,26,16,T,0.2,1,0,0,0,0,0
1930-12-20,25,16,T,T,1,0,0,0,0,0
1930-12-21,23,8,T,T,1,0,0,0,0,0
1930-12-22,20,14,T,T,1,0,0,0,0,0
1930-12-23,20,10,T,T,T,0,0,0,0,0
1930-12-24,30,13,0.00,0.0,T,0,0,0,0,0
1930-12-25,29,22,T,T,T,0,0,0,0,0
1930-12-26,27,21,T,T,T,0,0,0,0,0
1930-12-27,33,22,0.00,0.0,T,0,0,0,0,0
1930-12-28,32,25,0.00,0.0,0,0,0,0,0,0
1930-12-29,29,9,0.00,0.0,0,0,0,0,0,0
1930-12-30,35,5,T,0.0,0,0,0,0,0,0
1930-12-31,32,1,0.00,0.0,0,0,0,0,0,0
1931-01-01,36,9,0.00,0.0,0,0,0,0,0,0
1931-01-02,40,24,0.00,0.0,0,0,0,0,0,0
1931-01-03,29,20,T,T,0,0,0,0,0,0
1931-01-04,27,20,T,T,0,0,0,0,0,0
1931-01-05,25,19,T,T,0,0,0,0,0,0
1931-01-06,28,16,0.00,0.0,0,0,0,0,0,0
1931-01-07,31,24,0.00,0.0,0,0,0,0,0,0
1931-01-08,32,24,0.00,0.0,0,0,0,0,0,0
1931-01-09,40,19,0.00,0.0,0,0,0,0,0,0
1931-01-10,40,23,T,T,0,0,0,0,0,0
1931-01-11,37,20,T,T,0,0,0,0,0,0
1931-01-12,21,11,0.02,0.2,T,0,0,0,0,0
1931-01-13,12,2,0.01,0.1,T,0,0,0,0,0
1931-01-14,14,-5,0.00,0.0,T,0,0,0,0,0
1931-01-15,32,10,0.00,0.0,T,0,0,0,0,0
1931-01-16,37,29,0.00,0.0,0,0,0,0,0,0
1931-01-17,33,23,0.00,0.0,0,0,0,0,0,0
1931-01-18,27,21,0.00,0.0,0,0,0,0,0,0
1931-01-19,30,13,T,0.0,0,0,0,0,0,0
1931-01-20,18,3,0.01,0.1,T,0,0,0,0,0
1931-01-21,18,-0,T,T,0,0,0,0,0,0
1931-01-22,28,13,0.00,0.0,0,0,0,0,0,0
1931-01-23,36,24,0.00,0.0,0,0,0,0,0,0
1931-01-24,49,25,0.00,0.0,0,0,0,0,0,0
1931-01-25,38,20,0.00,0.0,0,0,0,0,0,0
1931-01-26,52,29,0.00,0.0,0,0,0,0,0,0
1931-01-27,41,27,0.09,0.5,T,0,0,0,0,0
1931-01-28,46,27,T,0.0,0,0,0,0,0,0
1931-01-29,49,27,0.00,0.0,0,0,0,0,0,0
1931-01-30,46,35,0.00,0.0,0,0,0,0,0,0
1931-01-31,35,24,0.00,0.0,0,0,0,0,0,0
1931-02-01,54,30,0.00,0.0,0,0,0,0,0,0
1931-02-02,36,29,0.00,0.0,0,0,0,0,0,0
1931-02-03,43,29,0.00,0.0,0,0,0,0,0,0
1931-02-04,41,21,0.00,0.0,0,0,0,0,0,0
1931-02-05,35,24,0.00,0.0,0,0,0,0,0,0
1931-02-06,31,17,0.01,0.0,0,0,0,0,0,0
1931-02-07,37,24,0.19,2.0,2,0,0,0,0,0
1931-02-08,33,23,0.00,0.0,1,0,0,0,0,0
1931-02-09,24,-0,0.00,0.0,T,0,0,0,0,0
1931-02-10,36,2,0.00,0.0,T,0,0,0,0,0
1931-02-11,37,24,0.00,0.0,0,0,0,0,0,0
1931-02-12,39,21,0.00,0.0,0,0,0,0,0,0
1931-02-13,21,-0,0.00,0.0,0,0,0,0,0,0
1931-02-14,38,5,0.00,0.0,0,0,0,0,0,0
1931-02-15,51,31,0.00,0.0,0,0,0,0,0,0
1931-02-16,51,32,0.00,0.0,0,0,0,0,0,0
1931-02-17,33,29,T,0.0,0,0,0,0,0,0
1931-02-18,37,30,T,T,0,0,0,0,0,0
1931-02-19,38,26,T,T,0,0,0,0,0,0
1931-02-20,45,26,0.00,0.0,0,0,0,0,0,0
1931-02-21,50,31,0.00,0.0,0,0,0,0,0,0
1931-02-22,49,34,T,0.0,0,0,0,0,0,0
1931-02-23,54,40,T,0.0,0,0,0,0,0,0
1931-02-24,57,35,0.00,0.0,0,0,0,0,0,0
1931-02-25,39,30,T,T,0,0,0,0,0,0
1931-02-26,39,25,0.17,T,0,0,0,0,0,0
1931-02-27,38,31,0.33,5.0,3,0,0,0,0,0
1931-02-28,31,22,T,T,2,0,0,0,0,0
1931-03-01,31,12,0.00,0.0,1,0,0,0,0,0
1931-03-02,33,18,0.00,0.0,1,0,0,0,0,0
1931-03-03,27,20,0.00,0.0,T,0,0,0,0,0
1931-03-04,29,16,0.00,0.0,T,0,0,0,0,0
1931-03-05,31,19,0.00,0.0,0,0,0,0,0,0
1931-03-06,34,18,0.00,0.0,0,0,0,0,0,0
1931-03-07,34,20,0.00,0.0,0,0,0,0,0,0
1931-03-08,36,18,0.00,0.0,0,0,0,0,0,0
1931-03-09,35,19,0.00,0.0,0,0,0,0,0,0
1931-03-10,38,26,0.00,0.0,0,0,0,0,0,0
1931-03-11,49,22,0.00,0.0,0,0,0,0,0,0
1931-03-12,50,34,T,0.0,0,0,0,0,0,0
1931-03-13,42,33,0.25,0.2,0,0,0,0,0,0
1931-03-14,35,24,0.07,0.1,0,0,0,0,0,0
1931-03-15,27,12,T,T,0,0,0,0,0,0
1931-03-16,37,17,0.00,0.0,0,0,0,0,0,0
1931-03-17,41,29,T,T,0,0,0,0,0,0
1931-03-18,35,33,T,T,0,0,0,0,0,0
1931-03-19,42,30,0.00,0.0,0,0,0,0,0,0
1931-03-20,38,32,0.04,T,0,0,0,0,0,0
1931-03-21,41,34,0.01,0.0,0,0,0,0,0,0
1931-03-22,38,32,0.00,0.0,0,0,0,0,0,0
1931-03-23,43,33,0.85,0.0,0,0,0,0,0,0
1931-03-24,39,32,0.26,0.0,0,0,0,0,0,0
1931-03-25,51,28,0.00,0.0,0,0,0,0,0,0
