station name: Minneapolis/St Paul Threaded Reoord
station identifier: mspthr
key: T=trace | M=missing | S=multi-day value to follow | A=multi-day accumulative value | blank=unknown
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
1940-04-04,38,32,0.01,T,0,24,24,0,0,0
1940-04-05,52,31,0.00,0.0,0,24,24,0,0,0
1940-04-06,59,30,0.00,0.0,0,24,24,0,0,0
1940-04-07,43,34,0.21,0.0,0,24,24,0,0,0
1940-04-08,47,34,T,0.0,0,24,24,0,0,0
1940-04-09,54,32,0.01,0.0,0,24,24,0,0,0
1940-04-10,44,24,0.13,0.0,0,24,24,0,0,0
1940-04-11,25,12,0.00,0.0,0,24,24,0,0,0
1940-04-12,40,20,0.00,0.0,0,24,24,0,0,0
1940-04-13,52,24,0.00,0.0,0,24,24,0,0,0
1940-04-14,70,33,0.00,0.0,0,24,24,0,0,0
1940-04-15,59,39,0.00,0.0,0,24,24,0,0,0
1940-04-16,52,35,0.00,0.0,0,24,24,0,0,0
1940-04-17,43,35,0.07,0.0,0,24,24,0,0,0
1940-04-18,64,30,0.00,0.0,0,24,24,0,0,0
1940-04-19,66,44,T,0.0,0,24,24,0,0,0
1940-04-20,64,47,T,0.0,0,24,24,0,0,0
1940-04-21,60,47,0.00,0.0,0,24,24,0,0,0
1940-04-22,66,41,T,0.0,0,24,24,0,0,0
1940-04-23,55,36,0.00,0.0,0,24,24,0,0,0
1940-04-24,51,34,0.00,0.0,0,24,24,0,0,0
1940-04-25,55,34,0.00,0.0,0,24,24,0,0,0
1940-04-26,61,34,0.00,0.0,0,24,24,0,0,0
1940-04-27,65,38,0.00,0.0,0,24,24,0,0,0
1940-04-28,77,52,0.16,0.0,0,24,24,0,0,0
1940-04-29,60,46,0.29,0.0,0,24,24,0,0,0
1940-04-30,46,33,T,T,0,24,24,0,0,0
1940-05-01,43,30,T,T,0,24,24,0,0,0
1940-05-02,59,35,0.00,0.0,0,24,24,0,0,0
1940-05-03,65,35,0.00,0.0,0,24,24,0,0,0
1940-05-04,65,40,0.00,0.0,0,24,24,0,0,0
1940-05-05,81,47,0.00,0.0,0,24,24,0,0,0
1940-05-06,70,42,0.00,0.0,0,24,24,0,0,0
1940-05-07,63,48,0.06,0.0,0,24,24,0,0,0
1940-05-08,64,46,0.00,0.0,0,24,24,0,0,0
1940-05-09,71,42,0.14,0.0,0,24,24,0,0,0
1940-05-10,66,49,0.07,0.0,0,24,24,0,0,0
1940-05-11,75,43,0.00,0.0,0,24,24,0,0,0
1940-05-12,87,61,T,0.0,0,24,24,0,0,0
1940-05-13,75,58,0.05,0.0,0,24,24,0,0,0
1940-05-14,58,35,0.63,0.0,0,24,24,0,0,0
1940-05-15,44,34,0.09,T,0,24,24,0,0,0
1940-05-16,63,40,0.00,0.0,0,24,24,0,0,0
1940-05-17,75,39,0.00,0.0,0,24,24,0,0,0
1940-05-18,62,51,0.17,0.0,0,24,24,0,0,0
1940-05-19,59,47,0.09,0.0,0,24,24,0,0,0
1940-05-20,75,44,0.02,0.0,0,24,24,0,0,0
1940-05-21,68,50,T,0.0,0,24,24,0,0,0
1940-05-22,68,50,0.00,0.0,0,24,24,0,0,0
1940-05-23,68,46,0.00,0.0,0,24,24,0,0,0
1940-05-24,60,48,0.01,0.0,0,24,24,0,0,0
1940-05-25,56,42,0.03,0.0,0,24,24,0,0,0
1940-05-26,62,46,0.13,0.0,0,24,24,0,0,0
1940-05-27,67,50,0.02,0.0,0,24,24,0,0,0
1940-05-28,63,51,0.13,0.0,0,24,24,0,0,0
1940-05-29,72,46,0.00,0.0,0,24,24,0,0,0
1940-05-30,81,48,0.00,0.0,0,24,24,0,0,0
1940-05-31,85,56,0.00,0.0,0,24,24,0,0,0
1940-06-01,89,61,0.00,0.0,0,24,24,0,0,0
1940-06-02,93,67,0.18,0.0,0,24,24,0,0,0
1940-06-03,85,66,1.46,0.0,0,24,24,0,0,0
1940-06-04,74,63,0.32,0.0,0,24,24,0,0,0
1940-06-05,72,53,0.58,0.0,0,24,24,0,0,0
1940-06-06,81,62,0.38,0.0,0,24,24,0,0,0
1940-06-07,74,59,1.40,0.0,0,24,24,0,0,0
1940-06-08,74,57,0.02,0.0,0,24,24,0,0,0
1940-06-09,76,59,0.09,0.0,0,24,24,0,0,0
1940-06-10,65,55,0.00,0.0,0,24,24,0,0,0
1940-06-11,75,50,0.00,0.0,0,24,24,0,0,0
1940-06-12,79,57,0.00,0.0,0,24,24,0,0,0
1940-06-13,84,61,0.00,0.0,0,24,24,0,0,0
1940-06-14,89,65,0.00,0.0,0,24,24,0,0,0
1940-06-15,79,58,0.00,0.0,0,24,24,0,0,0
1940-06-16,88,57,0.00,0.0,0,24,24,0,0,0
1940-06-17,91,71,0.00,0.0,0,24,24,0,0,0
1940-06-18,82,66,0.01,0.0,0,24,24,0,0,0
1940-06-19,70,53,0.00,0.0,0,24,24,0,0,0
1940-06-20,73,49,0.00,0.0,0,24,24,0,0,0
1940-06-21,73,54,0.32,0.0,0,24,24,0,0,0
1940-06-22,81,63,1.01,0.0,0,24,24,0,0,0
1940-06-23,70,57,0.53,0.0,0,24,24,0,0,0
1940-06-24,75,55,0.38,0.0,0,24,24,0,0,0
1940-06-25,72,56,0.00,0.0,0,24,24,0,0,0
1940-06-26,74,59,T,0.0,0,24,24,0,0,0
1940-06-27,76,51,0.42,0.0,0,24,24,0,0,0
1940-06-28,66,54,T,0.0,0,24,24,0,0,0
1940-06-29,76,50,0.00,0.0,0,24,24,0,0,0
1940-06-30,78,60,T,0.0,0,24,24,0,0,0
1940-07-01,73,57,0.00,0.0,0,24,24,0,0,0
1940-07-02,75,53,0.00,0.0,0,24,24,0,0,0
1940-07-03,82,52,0.00,0.0,0,24,24,0,0,0
1940-07-04,85,59,0.00,0.0,0,24,24,0,0,0
1940-07-05,85,64,0.00,0.0,0,24,24,0,0,0
1940-07-06,87,63,0.00,0.0,0,24,24,0,0,0
1940-07-07,85,63,0.07,0.0,0,24,24,0,0,0
1940-07-08,91,61,0.10,0.0,0,24,24,0,0,0
1940-07-09,92,66,0.00,0.0,0,24,24,0,0,0
1940-07-10,92,63,0.99,0.0,0,24,24,0,0,0
1940-07-11,70,58,0.07,0.0,0,24,24,0,0,0
1940-07-12,76,54,0.00,0.0,0,24,24,0,0,0
1940-07-13,76,53,0.00,0.0,0,24,24,0,0,0
1940-07-14,87,62,0.11,0.0,0,24,24,0,0,0
1940-07-15,77,59,0.00,0.0,0,24,24,0,0,0
1940-07-16,84,59,0.00,0.0,0,24,24,0,0,0
1940-07-17,80,65,T,0.0,0,24,24,0,0,0
1940-07-18,101,68,T,0.0,0,24,24,0,0,0
1940-07-19,100,76,0.02,0.0,0,24,24,0,0,0
1940-07-20,96,76,0.02,0.0,0,24,24,0,0,0
1940-07-21,99,75,0.00,0.0,0,24,24,0,0,0
1940-07-22,103,74,T,0.0,0,24,24,0,0,0
1940-07-23,103,75,0.00,0.0,0,24,24,0,0,0
1940-07-24,95,76,T,0.0,0,24,24,0,0,0
1940-07-25,85,66,0.19,0.0,0,24,24,0,0,0
1940-07-26,79,66,T,0.0,0,24,24,0,0,0
1940-07-27,88,62,0.00,0.0,0,24,24,0,0,0
1940-07-28,86,74,0.16,0.0,0,24,24,0,0,0
1940-07-29,87,69,0.67,0.0,0,24,24,0,0,0
1940-07-30,90,66,0.00,0.0,0,24,24,0,0,0
1940-07-31,88,69,0.06,0.0,0,24,24,0,0,0
1940-08-01,80,71,0.58,0.0,0,24,24,0,0,0
1940-08-02,85,68,T,0.0,0,24,24,0,0,0
1940-08-03,83,68,0.02,0.0,0,24,24,0,0,0
1940-08-04,90,65,0.38,0.0,0,24,24,0,0,0
1940-08-05,77,62,0.02,0.0,0,24,24,0,0,0
1940-08-06,81,55,0.00,0.0,0,24,24,0,0,0
1940-08-07,82,58,0.00,0.0,0,24,24,0,0,0
1940-08-08,90,64,0.00,0.0,0,24,24,0,0,0
1940-08-09,81,64,0.22,0.0,0,24,24,0,0,0
1940-08-10,80,65,0.60,0.0,0,24,24,0,0,0
1940-08-11,88,68,0.14,0.0,0,24,24,0,0,0
1940-08-12,91,71,T,0.0,0,24,24,0,0,0
1940-08-13,90,69,T,0.0,0,24,24,0,0,0
1940-08-14,89,70,0.16,0.0,0,24,24,0,0,0
1940-08-15,90,67,0.06,0.0,0,24,24,0,0,0
1940-08-16,88,67,0.00,0.0,0,24,24,0,0,0
1940-08-17,84,59,0.49,0.0,0,24,24,0,0,0
1940-08-18,70,57,0.07,0.0,0,24,24,0,0,0
1940-08-19,67,51,0.00,0.0,0,24,24,0,0,0
1940-08-20,75,50,0.00,0.0,0,24,24,0,0,0
1940-08-21,79,58,0.00,0.0,0,24,24,0,0,0
1940-08-22,65,52,0.00,0.0,0,24,24,0,0,0
1940-08-23,60,49,T,0.0,0,24,24,0,0,0
1940-08-24,58,55,0.01,0.0,0,24,24,0,0,0
1940-08-25,63,54,0.50,0.0,0,24,24,0,0,0
1940-08-26,61,58,0.10,0.0,0,24,24,0,0,0
1940-08-27,64,59,0.25,0.0,0,24,24,0,0,0
1940-08-28,66,58,0.53,0.0,0,24,24,0,0,0
1940-08-29,71,55,T,0.0,0,24,24,0,0,0
1940-08-30,65,54,0.41,0.0,0,24,24,0,0,0
1940-08-31,70,58,0.00,0.0,0,24,24,0,0,0
1940-09-01,77,51,0.00,0.0,0,24,24,0,0,0
1940-09-02,82,55,0.00,0.0,0,24,24,0,0,0
1940-09-03,87,63,0.00,0.0,0,24,24,0,0,0
1940-09-04,87,65,0.00,0.0,0,24,24,0,0,0
1940-09-05,89,65,0.00,0.0,0,24,24,0,0,0
1940-09-06,85,67,0.00,0.0,0,24,24,0,0,0
1940-09-07,87,67,0.00,0.0,0,24,24,0,0,0
1940-09-08,76,59,0.15,0.0,0,24,24,0,0,0
1940-09-09,65,48,0.01,0.0,0,24,24,0,0,0
1940-09-10,59,42,0.00,0.0,0,24,24,0,0,0
1940-09-11,63,42,0.00,0.0,0,24,24,0,0,0
1940-09-12,72,36,0.00,0.0,0,24,24,0,0,0
1940-09-13,70,52,0.00,0.0,0,24,24,0,0,0
1940-09-14,74,47,0.00,0.0,0,24,24,0,0,0
1940-09-15,75,46,0.00,0.0,0,24,24,0,0,0
1940-09-16,77,57,0.22,0.0,0,24,24,0,0,0
1940-09-17,85,60,0.00,0.0,0,24,24,0,0,0
1940-09-18,85,67,T,0.0,0,24,24,0,0,0
1940-09-19,91,72,0.00,0.0,0,24,24,0,0,0
1940-09-20,83,69,T,0.0,0,24,24,0,0,0
1940-09-21,82,61,0.00,0.0,0,24,24,0,0,0
1940-09-22,82,60,0.00,0.0,0,24,24,0,0,0
1940-09-23,72,61,0.02,0.0,0,24,24,0,0,0
1940-09-24,61,43,T,0.0,0,24,24,0,0,0
1940-09-25,59,37,0.00,0.0,0,24,24,0,0,0
1940-09-26,68,36,0.00,0.0,0,24,24,0,0,0
1940-09-27,71,48,0.00,0.0,0,24,24,0,0,0
1940-09-28,74,49,0.01,0.0,0,24,24,0,0,0
1940-09-29,77,52,0.00,0.0,0,24,24,0,0,0
1940-09-30,77,50,0.00,0.0,0,24,24,0,0,0
1940-10-01,76,48,0.00,0.0,0,24,24,0,0,0
1940-10-02,67,48,0.00,0.0,0,24,24,0,0,0
1940-10-03,77,53,0.03,0.0,0,24,24,0,0,0
1940-10-04,75,58,0.19,0.0,0,24,24,0,0,0
1940-10-05,74,55,T,0.0,0,24,24,0,0,0
1940-10-06,60,49,0.25,0.0,0,24,24,0,0,0
1940-10-07,61,39,0.00,0.0,0,24,24,0,0,0
1940-10-08,62,35,0.00,0.0,0,24,24,0,0,0
1940-10-09,71,39,0.00,0.0,0,24,24,0,0,0
1940-10-10,64,48,0.15,0.0,0,24,24,0,0,0
1940-10-11,76,41,0.00,0.0,0,24,24,0,0,0
1940-10-12,67,51,0.00,0.0,0,24,24,0,0,0
1940-10-13,65,44,0.04,0.0,0,24,24,0,0,0
1940-10-14,58,42,0.28,0.0,0,24,24,0,0,0
1940-10-15,54,33,0.00,0.0,0,24,24,0,0,0
1940-10-16,67,37,0.00,0.0,0,24,24,0,0,0
1940-10-17,56,42,0.00,0.0,0,24,24,0,0,0
1940-10-18,58,41,0.00,0.0,0,24,24,0,0,0
1940-10-19,57,42,T,0.0,0,24,24,0,0,0
1940-10-20,61,44,T,0.0,0,24,24,0,0,0
1940-10-21,66,42,0.00,0.0,0,24,24,0,0,0
1940-10-22,75,50,0.00,0.0,0,24,24,0,0,0
1940-10-23,64,36,T,0.0,0,24,24,0,0,0
1940-10-24,63,43,T,0.0,0,24,24,0,0,0
1940-10-25,63,42,0.00,0.0,0,24,24,0,0,0
1940-10-26,61,48,0.00,0.0,0,24,24,0,0,0
1940-10-27,70,44,0.02,0.0,0,24,24,0,0,0
1940-10-28,53,50,0.31,0.0,0,24,24,0,0,0
1940-10-29,55,42,0.21,0.0,0,24,24,0,0,0
1940-10-30,53,36,0.00,0.0,0,24,24,0,0,0
1940-10-31,52,42,0.09,0.0,0,24,24,0,0,0
1940-11-01,53,41,T,0.0,0,24,24,0,0,0
1940-11-02,51,38,0.00,0.0,0,24,24,0,0,0
1940-11-03,62,35,0.00,0.0,0,24,24,0,0,0
1940-11-04,59,41,0.01,0.0,0,24,24,0,0,0
1940-11-05,41,30,0.07,0.0,0,24,24,0,0,0
1940-11-06,39,25,0.00,0.0,0,24,24,0,0,0
1940-11-07,42,29,0.00,0.0,0,24,24,0,0,0
1940-11-08,43,29,T,0.0,0,24,24,0,0,0
1940-11-09,43,36,0.51,0.0,0,24,24,0,0,0
1940-11-10,40,35,0.10,0.0,0,24,24,0,0,0
1940-11-11,38,10,2.52,8.2,8,24,24,0,0,0
1940-11-12,11,6,0.80,8.5,15,24,24,0,0,0
1940-11-13,15,4,T,0.1,12,24,24,0,0,0
1940-11-14,12,1,0.00,0.0,9,24,24,0,0,0
1940-11-15,22,1,0.00,0.0,7,24,24,0,0,0
1940-11-16,40,17,0.00,0.0,5,24,24,0,0,0
1940-11-17,42,28,0.00,0.0,3,24,24,0,0,0
1940-11-18,45,27,0.00,0.0,3,24,24,0,0,0
1940-11-19,46,34,0.01,0.0,2,24,24,0,0,0
1940-11-20,36,30,0.00,0.0,1,24,24,0,0,0
1940-11-21,34,28,0.28,T,T,24,24,0,0,0
1940-11-22,33,27,0.00,T,T,24,24,0,0,0
1940-11-23,32,23,T,T,T,24,24,0,0,0
1940-11-24,31,20,0.00,0.0,T,24,24,0,0,0
1940-11-25,31,23,0.00,0.0,T,24,24,0,0,0
1940-11-26,33,20,0.39,3.3,4,24,24,0,0,0
1940-11-27,20,-1,T,0.3,4,24,24,0,0,0
1940-11-28,14,-4,0.33,4.1,7,24,24,0,0,0
1940-11-29,12,-6,0.02,0.5,8,24,24,0,0,0
1940-11-30,18,1,0.11,1.3,9,24,24,0,0,0
1940-12-01,15,-0,0.03,T,9,24,24,0,0,0
1940-12-02,13,-13,0.02,0.7,9,24,24,0,0,0
1940-12-03,22,-19,0.00,0.0,9,24,24,0,0,0
1940-12-04,26,9,T,T,9,24,24,0,0,0
1940-12-05,21,-2,0.00,T,9,24,24,0,0,0
1940-12-06,41,21,0.00,0.0,8,24,24,0,0,0
1940-12-07,24,12,T,0.0,8,24,24,0,0,0
1940-12-08,33,24,T,T,7,24,24,0,0,0
1940-12-09,42,22,0.00,0.0,6,24,24,0,0,0
1940-12-10,25,19,T,T,5,24,24,0,0,0
1940-12-11,24,21,T,T,5,24,24,0,0,0
1940-12-12,25,-5,0.03,0.4,6,24,24,0,0,0
1940-12-13,1,-12,0.00,0.0,6,24,24,0,0,0
1940-12-14,16,-6,T,T,6,24,24,0,0,0
1940-12-15,23,16,0.30,2.5,8,24,24,0,0,0
1940-12-16,25,13,0.38,4.9,13,24,24,0,0,0
1940-12-17,18,-2,T,0.0,12,24,24,0,0,0
1940-12-18,33,10,0.02,0.2,12,24,24,0,0,0
1940-12-19,35,30,T,0.0,8,24,24,0,0,0
1940-12-20,33,19,0.00,0.0,7,24,24,0,0,0
1940-12-21,37,19,0.00,0.0,6,24,24,0,0,0
1940-12-22,38,17,0.00,0.0,5,24,24,0,0,0
1940-12-23,39,26,0.00,0.0,4,24,24,0,0,0
1940-12-24,44,33,0.00,0.0,3,24,24,0,0,0
1940-12-25,41,35,0.00,0.0,2,24,24,0,0,0
1940-12-26,35,27,0.00,0.0,2,24,24,0,0,0
1940-12-27,38,25,0.00,0.0,1,24,24,0,0,0
1940-12-28,34,30,0.19,0.9,2,24,24,0,0,0
1940-12-29,35,31,0.02,0.8,3,24,24,0,0,0
1940-12-30,34,31,T,T,2,24,24,0,0,0
1940-12-31,32,29,0.03,0.2,3,24,24,0,0,0
1941-01-01,35,30,0.44,0.1,2,24,24,0,0,0
1941-01-02,33,16,T,T,1,24,24,0,0,0
1941-01-03,17,-2,T,T,1,24,24,0,0,0
1941-01-04,2,-6,T,T,1,24,24,0,0,0
1941-01-05,11,-4,T,T,1,24,24,0,0,0
1941-01-06,19,7,0.04,0.3,1,24,24,0,0,0
1941-01-07,26,14,T,0.2,2,24,24,0,0,0
1941-01-08,31,5,T,T,2,24,24,0,0,0
1941-01-09,24,-6,0.00,0.0,2,24,24,0,0,0
1941-01-10,29,11,T,0.0,1,24,24,0,0,0
1941-01-11,39,11,T,T,1,24,24,0,0,0
1941-01-12,31,20,0.00,0.0,1,24,24,0,0,0
1941-01-13,31,22,0.00,0.0,1,24,24,0,0,0
1941-01-14,29,24,T,T,1,24,24,0,0,0
1941-01-15,28,22,0.04,0.2,1,24,24,0,0,0
1941-01-16,31,27,0.13,1.0,2,24,24,0,0,0
1941-01-17,29,-0,0.03,0.6,3,24,24,0,0,0
1941-01-18,5,-8,0.00,0.0,3,24,24,0,0,0
1941-01-19,13,-4,T,T,3,24,24,0,0,0
1941-01-20,23,13,T,T,3,24,24,0,0,0
1941-01-21,26,20,0.03,0.6,4,24,24,0,0,0
1941-01-22,20,7,T,T,4,24,24,0,0,0
1941-01-23,19,5,0.00,0.0,4,24,24,0,0,0
1941-01-24,25,10,0.02,0.2,4,24,24,0,0,0
1941-01-25,24,10,T,T,4,24,24,0,0,0
1941-01-26,27,15,0.01,0.1,4,24,24,0,0,0
1941-01-27,23,2,T,T,4,24,24,0,0,0
1941-01-28,24,1,0.00,0.0,4,24,24,0,0,0
1941-01-29,34,4,0.00,0.0,4,24,24,0,0,0
1941-01-30,35,18,0.00,0.0,3,24,24,0,0,0
1941-01-31,41,10,0.00,0.0,2,24,24,0,0,0
1941-02-01,37,25,0.00,0.0,2,24,24,0,0,0
1941-02-02,25,15,T,T,1,24,24,0,0,0
1941-02-03,29,5,T,0.0,1,24,24,0,0,0
1941-02-04,29,25,T,T,1,24,24,0,0,0
1941-02-05,31,18,T,T,1,24,24,0,0,0
1941-02-06,25,11,T,T,1,24,24,0,0,0
1941-02-07,22,10,T,T,1,24,24,0,0,0
1941-02-08,23,8,0.00,0.0,1,24,24,0,0,0
1941-02-09,31,12,0.00,0.0,1,24,24,0,0,0
1941-02-10,33,14,0.00,0.0,1,24,24,0,0,0
1941-02-11,29,11,T,T,1,24,24,0,0,0
1941-02-12,41,28,0.23,0.0,1,24,24,0,0,0
1941-02-13,38,14,0.33,T,T,24,24,0,0,0
1941-02-14,25,6,T,T,T,24,24,0,0,0
1941-02-15,25,16,T,T,T,24,24,0,0,0
1941-02-16,34,15,0.16,3.1,3,24,24,0,0,0
1941-02-17,24,-13,0.03,0.5,4,24,24,0,0,0
1941-02-18,-7,-20,0.00,0.0,4,24,24,0,0,0
1941-02-19,-0,-20,0.00,0.0,4,24,24,0,0,0
1941-02-20,6,-14,0.00,0.0,4,24,24,0,0,0
1941-02-21,10,-1,T,T,4,24,24,0,0,0
1941-02-22,18,-6,T,T,4,24,24,0,0,0
1941-02-23,34,-0,0.01,0.0,4,24,24,0,0,0
1941-02-24,27,-2,0.08,1.1,5,24,24,0,0,0
1941-02-25,13,-6,0.00,0.0,5,24,24,0,0,0
1941-02-26,24,9,0.05,0.4,5,24,24,0,0,0
1941-02-27,22,-7,T,0.4,5,24,24,0,0,0
1941-02-28,28,-3,0.00,0.0,5,24,24,0,0,0
1941-03-01,36,18,0.00,0.0,4,24,24,0,0,0
1941-03-02,38,25,0.06,0.0,2,24,24,0,0,0
1941-03-03,25,13,0.08,1.3,3,24,24,0,0,0
1941-03-04,20,3,0.00,0.0,3,24,24,0,0,0
1941-03-05,30,1,0.00,0.0,3,24,24,0,0,0
1941-03-06,35,9,0.00,0.0,3,24,24,0,0,0
1941-03-07,35,10,0.00,0.0,3,24,24,0,0,0
1941-03-08,47,22,0.00,0.0,2,24,24,0,0,0
1941-03-09,41,32,0.05,0.0,1,24,24,0,0,0
1941-03-10,33,28,0.12,0.6,2,24,24,0,0,0
1941-03-11,35,28,0.10,1.8,3,24,24,0,0,0
1941-03-12,34,21,0.00,0.2,3,24,24,0,0,0
1941-03-13,38,15,0.00,0.0,2,24,24,0,0,0
1941-03-14,37,14,0.06,0.0,2,24,24,0,0,0
1941-03-15,36,30,0.12,2.4,4,24,24,0,0,0
1941-03-16,30,-4,0.03,0.4,4,24,24,0,0,0
1941-03-17,8,-8,0.00,0.0,4,24,24,0,0,0
1941-03-18,27,-0,0.00,0.0,4,24,24,0,0,0
1941-03-19,38,18,0.00,0.0,3,24,24,0,0,0
1941-03-20,37,28,T,0.0,3,24,24,0,0,0
1941-03-21,38,31,0.00,0.0,2,24,24,0,0,0
1941-03-22,34,28,0.14,0.1,2,24,24,0,0,0
1941-03-23,34,30,T,T,1,24,24,0,0,0
1941-03-24,35,26,T,T,1,24,24,0,0,0
