station name: Minneapolis/St Paul Threaded Reoord
station identifier: mspthr
key: T=trace | M=missing | S=multi-day value to follow | A=multi-day accumulative value | blank=unknown
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
1960-04-05,47,28,0.00,0.0,0,24,24,0,0,0
1960-04-06,58,30,0.00,0.0,0,24,24,0,0,0
1960-04-07,51,31,T,0.0,0,24,24,0,0,0
1960-04-08,37,24,0.00,0.0,0,24,24,0,0,0
1960-04-09,40,20,0.00,0.0,0,24,24,0,0,0
1960-04-10,52,21,0.00,0.0,0,24,24,0,0,0
1960-04-11,64,39,T,0.0,0,24,24,0,0,0
1960-04-12,71,33,0.49,0.0,0,24,24,0,0,0
1960-04-13,68,48,0.20,0.0,0,24,24,0,0,0
1960-04-14,66,42,0.00,0.0,0,24,24,0,0,0
1960-04-15,65,37,T,0.0,0,24,24,0,0,0
1960-04-16,60,34,0.02,0.0,0,24,24,0,0,0
1960-04-17,47,31,0.00,0.0,0,24,24,0,0,0
1960-04-18,55,23,T,0.0,0,24,24,0,0,0
1960-04-19,71,42,0.00,0.0,0,24,24,0,0,0
1960-04-20,63,43,T,0.0,0,24,24,0,0,0
1960-04-21,79,35,0.00,0.0,0,24,24,0,0,0
1960-04-22,85,53,0.00,0.0,0,24,24,0,0,0
1960-04-23,80,55,0.20,0.0,0,24,24,0,0,0
1960-04-24,58,39,T,0.0,0,24,24,0,0,0
1960-04-25,48,38,0.60,0.0,0,24,24,0,0,0
1960-04-26,53,36,0.00,0.0,0,24,24,0,0,0
1960-04-27,50,29,0.00,0.0,0,24,24,0,0,0
1960-04-28,44,36,0.11,0.0,0,24,24,0,0,0
1960-04-29,52,38,0.15,0.0,0,24,24,0,0,0
1960-04-30,49,30,0.00,0.0,0,24,24,0,0,0
1960-05-01,66,31,0.00,0.0,0,24,24,0,0,0
1960-05-02,63,42,0.03,0.0,0,24,24,0,0,0
1960-05-03,64,40,0.03,0.0,0,24,24,0,0,0
1960-05-04,60,47,0.04,0.0,0,24,24,0,0,0
1960-05-05,57,47,0.01,0.0,0,24,24,0,0,0
1960-05-06,50,40,0.00,0.0,0,24,24,0,0,0
1960-05-07,57,32,0.00,0.0,0,24,24,0,0,0
1960-05-08,59,28,0.00,0.0,0,24,24,0,0,0
1960-05-09,53,34,0.04,T,0,24,24,0,0,0
1960-05-10,59,40,T,T,0,24,24,0,0,0
1960-05-11,66,34,0.00,0.0,0,24,24,0,0,0
1960-05-12,73,31,0.00,0.0,0,24,24,0,0,0
1960-05-13,79,42,0.00,0.0,0,24,24,0,0,0
1960-05-14,84,51,0.00,0.0,0,24,24,0,0,0
1960-05-15,80,44,0.00,0.0,0,24,24,0,0,0
1960-05-16,62,52,0.46,0.0,0,24,24,0,0,0
1960-05-17,72,48,0.00,0.0,0,24,24,0,0,0
1960-05-18,69,50,0.12,0.0,0,24,24,0,0,0
1960-05-19,72,57,0.24,0.0,0,24,24,0,0,0
1960-05-20,71,60,0.61,0.0,0,24,24,0,0,0
1960-05-21,61,54,0.87,0.0,0,24,24,0,0,0
1960-05-22,75,55,0.00,0.0,0,24,24,0,0,0
1960-05-23,80,48,0.00,0.0,0,24,24,0,0,0
1960-05-24,75,53,0.00,0.0,0,24,24,0,0,0
1960-05-25,72,56,0.03,0.0,0,24,24,0,0,0
1960-05-26,63,57,0.66,0.0,0,24,24,0,0,0
1960-05-27,62,55,T,0.0,0,24,24,0,0,0
1960-05-28,65,54,0.04,0.0,0,24,24,0,0,0
1960-05-29,70,54,0.01,0.0,0,24,24,0,0,0
1960-05-30,77,49,T,0.0,0,24,24,0,0,0
1960-05-31,75,52,T,0.0,0,24,24,0,0,0
1960-06-01,76,52,0.00,0.0,0,24,24,0,0,0
1960-06-02,81,50,T,0.0,0,24,24,0,0,0
1960-06-03,74,52,T,0.0,0,24,24,0,0,0
1960-06-04,70,49,T,0.0,0,24,24,0,0,0
1960-06-05,69,45,0.00,0.0,0,24,24,0,0,0
1960-06-06,65,41,0.00,0.0,0,24,24,0,0,0
1960-06-07,71,41,0.00,0.0,0,24,24,0,0,0
1960-06-08,76,48,0.00,0.0,0,24,24,0,0,0
1960-06-09,80,56,0.11,0.0,0,24,24,0,0,0
1960-06-10,75,57,0.18,0.0,0,24,24,0,0,0
1960-06-11,64,54,0.00,0.0,0,24,24,0,0,0
1960-06-12,74,57,0.00,0.0,0,24,24,0,0,0
1960-06-13,80,57,0.00,0.0,0,24,24,0,0,0
1960-06-14,81,53,0.02,0.0,0,24,24,0,0,0
1960-06-15,77,59,0.03,0.0,0,24,24,0,0,0
1960-06-16,66,45,1.18,0.0,0,24,24,0,0,0
1960-06-17,74,42,T,0.0,0,24,24,0,0,0
1960-06-18,83,57,T,0.0,0,24,24,0,0,0
1960-06-19,80,51,0.00,0.0,0,24,24,0,0,0
1960-06-20,68,54,0.34,0.0,0,24,24,0,0,0
1960-06-21,67,55,0.06,0.0,0,24,24,0,0,0
1960-06-22,79,42,0.00,0.0,0,24,24,0,0,0
1960-06-23,71,53,0.22,0.0,0,24,24,0,0,0
1960-06-24,74,51,0.00,0.0,0,24,24,0,0,0
1960-06-25,79,52,0.00,0.0,0,24,24,0,0,0
1960-06-26,85,61,0.00,0.0,0,24,24,0,0,0
1960-06-27,84,68,T,0.0,0,24,24,0,0,0
1960-06-28,78,63,0.94,0.0,0,24,24,0,0,0
1960-06-29,78,57,0.00,0.0,0,24,24,0,0,0
1960-06-30,67,57,T,0.0,0,24,24,0,0,0
1960-07-01,76,49,T,0.0,0,24,24,0,0,0
1960-07-02,80,62,0.15,0.0,0,24,24,0,0,0
1960-07-03,71,55,0.00,0.0,0,24,24,0,0,0
1960-07-04,73,49,0.00,0.0,0,24,24,0,0,0
1960-07-05,74,57,0.09,0.0,0,24,24,0,0,0
1960-07-06,78,52,0.00,0.0,0,24,24,0,0,0
1960-07-07,82,53,0.00,0.0,0,24,24,0,0,0
1960-07-08,85,58,0.00,0.0,0,24,24,0,0,0
1960-07-09,77,65,0.72,0.0,0,24,24,0,0,0
1960-07-10,77,64,0.00,0.0,0,24,24,0,0,0
1960-07-11,84,65,0.04,0.0,0,24,24,0,0,0
1960-07-12,83,65,0.35,0.0,0,24,24,0,0,0
1960-07-13,76,58,0.04,0.0,0,24,24,0,0,0
1960-07-14,77,53,0.00,0.0,0,24,24,0,0,0
1960-07-15,84,58,0.00,0.0,0,24,24,0,0,0
1960-07-16,84,66,T,0.0,0,24,24,0,0,0
1960-07-17,81,64,0.33,0.0,0,24,24,0,0,0
1960-07-18,84,59,0.00,0.0,0,24,24,0,0,0
1960-07-19,86,58,0.01,0.0,0,24,24,0,0,0
1960-07-20,92,65,0.00,0.0,0,24,24,0,0,0
1960-07-21,95,73,0.00,0.0,0,24,24,0,0,0
1960-07-22,92,73,0.00,0.0,0,24,24,0,0,0
1960-07-23,86,67,0.00,0.0,0,24,24,0,0,0
1960-07-24,91,70,0.00,0.0,0,24,24,0,0,0
1960-07-25,91,63,0.18,0.0,0,24,24,0,0,0
1960-07-26,88,60,0.00,0.0,0,24,24,0,0,0
1960-07-27,90,60,0.00,0.0,0,24,24,0,0,0
1960-07-28,92,57,T,0.0,0,24,24,0,0,0
1960-07-29,87,64,0.02,0.0,0,24,24,0,0,0
1960-07-30,77,54,0.00,0.0,0,24,24,0,0,0
1960-07-31,86,49,0.00,0.0,0,24,24,0,0,0
1960-08-01,88,61,0.02,0.0,0,24,24,0,0,0
1960-08-02,94,74,0.00,0.0,0,24,24,0,0,0
1960-08-03,88,68,0.06,0.0,0,24,24,0,0,0
1960-08-04,87,63,0.00,0.0,0,24,24,0,0,0
1960-08-05,79,65,0.68,0.0,0,24,24,0,0,0
1960-08-06,85,63,T,0.0,0,24,24,0,0,0
1960-08-07,83,61,0.00,0.0,0,24,24,0,0,0
1960-08-08,82,57,0.02,0.0,0,24,24,0,0,0
1960-08-09,78,58,0.02,0.0,0,24,24,0,0,0
1960-08-10,79,53,0.00,0.0,0,24,24,0,0,0
1960-08-11,86,53,0.00,0.0,0,24,24,0,0,0
1960-08-12,90,62,0.00,0.0,0,24,24,0,0,0
1960-08-13,88,64,0.00,0.0,0,24,24,0,0,0
1960-08-14,74,50,0.00,0.0,0,24,24,0,0,0
1960-08-15,73,47,0.00,0.0,0,24,24,0,0,0
1960-08-16,87,60,0.00,0.0,0,24,24,0,0,0
1960-08-17,85,69,0.34,0.0,0,24,24,0,0,0
1960-08-18,80,68,0.12,0.0,0,24,24,0,0,0
1960-08-19,80,68,0.19,0.0,0,24,24,0,0,0
1960-08-20,80,66,0.00,0.0,0,24,24,0,0,0
1960-08-21,84,61,0.00,0.0,0,24,24,0,0,0
1960-08-22,87,62,0.00,0.0,0,24,24,0,0,0
1960-08-23,87,66,0.00,0.0,0,24,24,0,0,0
1960-08-24,83,71,T,0.0,0,24,24,0,0,0
1960-08-25,80,64,1.51,0.0,0,24,24,0,0,0
1960-08-26,77,58,0.00,0.0,0,24,24,0,0,0
1960-08-27,72,59,0.26,0.0,0,24,24,0,0,0
1960-08-28,71,56,0.77,0.0,0,24,24,0,0,0
1960-08-29,78,48,0.00,0.0,0,24,24,0,0,0
1960-08-30,83,61,0.00,0.0,0,24,24,0,0,0
1960-08-31,90,73,0.00,0.0,0,24,24,0,0,0
1960-09-01,92,73,0.00,0.0,0,24,24,0,0,0
1960-09-02,92,73,0.00,0.0,0,24,24,0,0,0
1960-09-03,92,73,0.00,0.0,0,24,24,0,0,0
1960-09-04,88,73,0.00,0.0,0,24,24,0,0,0
1960-09-05,94,73,T,0.0,0,24,24,0,0,0
1960-09-06,95,69,0.00,0.0,0,24,24,0,0,0
1960-09-07,87,58,1.00,0.0,0,24,24,0,0,0
1960-09-08,74,57,0.71,0.0,0,24,24,0,0,0
1960-09-09,68,51,0.00,0.0,0,24,24,0,0,0
1960-09-10,73,47,0.00,0.0,0,24,24,0,0,0
1960-09-11,67,53,0.00,0.0,0,24,24,0,0,0
1960-09-12,60,44,T,0.0,0,24,24,0,0,0
1960-09-13,64,45,0.00,0.0,0,24,24,0,0,0
1960-09-14,72,47,T,0.0,0,24,24,0,0,0
1960-09-15,74,46,0.00,0.0,0,24,24,0,0,0
1960-09-16,64,55,0.09,0.0,0,24,24,0,0,0
1960-09-17,66,47,T,0.0,0,24,24,0,0,0
1960-09-18,52,43,0.62,0.0,0,24,24,0,0,0
1960-09-19,60,47,T,0.0,0,24,24,0,0,0
1960-09-20,74,51,0.00,0.0,0,24,24,0,0,0
1960-09-21,74,55,0.14,0.0,0,24,24,0,0,0
1960-09-22,63,53,0.04,0.0,0,24,24,0,0,0
1960-09-23,57,49,0.47,0.0,0,24,24,0,0,0
1960-09-24,58,47,0.62,0.0,0,24,24,0,0,0
1960-09-25,71,40,0.00,0.0,0,24,24,0,0,0
1960-09-26,72,49,0.00,0.0,0,24,24,0,0,0
1960-09-27,65,38,0.00,0.0,0,24,24,0,0,0
1960-09-28,60,39,0.05,0.0,0,24,24,0,0,0
1960-09-29,51,38,0.05,0.0,0,24,24,0,0,0
1960-09-30,56,36,0.00,0.0,0,24,24,0,0,0
1960-10-01,63,42,0.00,0.0,0,24,24,0,0,0
1960-10-02,60,38,0.00,0.0,0,24,24,0,0,0
1960-10-03,64,31,0.00,0.0,0,24,24,0,0,0
1960-10-04,70,40,0.00,0.0,0,24,24,0,0,0
1960-10-05,73,48,0.00,0.0,0,24,24,0,0,0
1960-10-06,67,39,0.00,0.0,0,24,24,0,0,0
1960-10-07,69,37,0.00,0.0,0,24,24,0,0,0
1960-10-08,72,43,0.00,0.0,0,24,24,0,0,0
1960-10-09,75,43,0.00,0.0,0,24,24,0,0,0
1960-10-10,79,41,0.00,0.0,0,24,24,0,0,0
1960-10-11,70,56,0.00,0.0,0,24,24,0,0,0
1960-10-12,81,57,0.02,0.0,0,24,24,0,0,0
1960-10-13,71,48,0.00,0.0,0,24,24,0,0,0
1960-10-14,68,48,0.00,0.0,0,24,24,0,0,0
1960-10-15,61,37,0.00,0.0,0,24,24,0,0,0
1960-10-16,71,35,0.00,0.0,0,24,24,0,0,0
1960-10-17,55,39,0.00,0.0,0,24,24,0,0,0
1960-10-18,55,28,T,0.0,0,24,24,0,0,0
1960-10-19,33,23,T,T,0,24,24,0,0,0
1960-10-20,39,18,0.00,0.0,0,24,24,0,0,0
1960-10-21,53,19,0.00,0.0,0,24,24,0,0,0
1960-10-22,62,37,T,0.0,0,24,24,0,0,0
1960-10-23,51,28,0.00,0.0,0,24,24,0,0,0
1960-10-24,47,17,0.00,0.0,0,24,24,0,0,0
1960-10-25,57,36,T,0.0,0,24,24,0,0,0
1960-10-26,47,30,0.00,0.0,0,24,24,0,0,0
1960-10-27,59,27,0.00,0.0,0,24,24,0,0,0
1960-10-28,60,27,0.00,0.0,0,24,24,0,0,0
1960-10-29,54,43,0.22,0.0,0,24,24,0,0,0
1960-10-30,49,44,0.07,0.0,0,24,24,0,0,0
1960-10-31,45,39,T,0.0,0,24,24,0,0,0
1960-11-01,40,35,0.03,T,0,24,24,0,0,0
1960-11-02,39,26,0.00,0.0,0,24,24,0,0,0
1960-11-03,53,25,0.00,0.0,0,24,24,0,0,0
1960-11-04,46,31,0.00,0.0,0,24,24,0,0,0
1960-11-05,41,26,0.01,0.0,0,24,24,0,0,0
1960-11-06,40,20,0.01,T,0,24,24,0,0,0
1960-11-07,44,20,T,0.0,0,24,24,0,0,0
1960-11-08,45,23,0.02,T,0,24,24,0,0,0
1960-11-09,28,16,T,T,0,24,24,0,0,0
1960-11-10,34,9,0.00,0.0,0,24,24,0,0,0
1960-11-11,41,26,0.00,0.0,0,24,24,0,0,0
1960-11-12,46,27,0.00,0.0,0,24,24,0,0,0
1960-11-13,46,23,0.00,0.0,0,24,24,0,0,0
1960-11-14,51,40,T,0.0,0,24,24,0,0,0
1960-11-15,52,37,T,0.0,0,24,24,0,0,0
1960-11-16,38,21,0.00,0.0,0,24,24,0,0,0
1960-11-17,36,18,0.17,1.6,0,24,24,0,0,0
1960-11-18,33,21,0.00,0.0,T,24,24,0,0,0
1960-11-19,42,25,0.00,0.0,T,24,24,0,0,0
1960-11-20,51,20,0.00,0.0,0,24,24,0,0,0
1960-11-21,60,37,0.00,0.0,0,24,24,0,0,0
1960-11-22,44,20,0.00,0.0,0,24,24,0,0,0
1960-11-23,44,19,0.00,0.0,0,24,24,0,0,0
1960-11-24,45,28,0.00,0.0,0,24,24,0,0,0
1960-11-25,61,25,0.00,0.0,0,24,24,0,0,0
1960-11-26,52,32,0.00,0.0,0,24,24,0,0,0
1960-11-27,38,34,T,0.0,0,24,24,0,0,0
1960-11-28,43,21,0.61,0.6,0,24,24,0,0,0
1960-11-29,25,12,0.02,0.2,T,24,24,0,0,0
1960-11-30,19,3,T,T,T,24,24,0,0,0
1960-12-01,28,2,0.00,0.0,T,24,24,0,0,0
1960-12-02,39,25,0.00,0.0,T,24,24,0,0,0
1960-12-03,43,27,0.00,0.0,T,24,24,0,0,0
1960-12-04,51,33,0.50,0.0,0,24,24,0,0,0
1960-12-05,51,21,T,T,0,24,24,0,0,0
1960-12-06,24,13,T,T,0,24,24,0,0,0
1960-12-07,25,10,T,T,0,24,24,0,0,0
1960-12-08,12,-0,0.00,0.0,0,24,24,0,0,0
1960-12-09,36,4,0.00,0.0,0,24,24,0,0,0
1960-12-10,29,17,0.00,0.0,0,24,24,0,0,0
1960-12-11,22,13,0.00,0.0,0,24,24,0,0,0
1960-12-12,18,4,0.00,0.0,0,24,24,0,0,0
1960-12-13,33,8,0.00,0.0,0,24,24,0,0,0
1960-12-14,47,16,0.00,0.0,0,24,24,0,0,0
1960-12-15,37,7,T,T,0,24,24,0,0,0
1960-12-16,22,5,T,0.1,0,24,24,0,0,0
1960-12-17,26,2,T,0.1,T,24,24,0,0,0
1960-12-18,24,5,T,T,T,24,24,0,0,0
1960-12-19,12,-1,0.00,0.0,T,24,24,0,0,0
1960-12-20,10,-4,0.00,0.0,T,24,24,0,0,0
1960-12-21,6,-7,T,T,T,24,24,0,0,0
1960-12-22,-0,-12,T,T,T,24,24,0,0,0
1960-12-23,9,-12,0.03,1.0,T,24,24,0,0,0
1960-12-24,24,-1,T,0.2,1,24,24,0,0,0
1960-12-25,26,8,0.02,0.3,1,24,24,0,0,0
1960-12-26,24,8,T,T,1,24,24,0,0,0
1960-12-27,11,-6,T,T,1,24,24,0,0,0
1960-12-28,22,4,T,T,1,24,24,0,0,0
1960-12-29,25,14,T,T,1,24,24,0,0,0
1960-12-30,40,12,0.00,0.0,1,24,24,0,0,0
1960-12-31,30,20,T,T,T,24,24,0,0,0
1961-01-01,24,7,T,T,T,24,24,0,0,0
1961-01-02,11,-3,T,T,T,24,24,0,0,0
1961-01-03,9,-1,0.06,1.2,1,24,24,0,0,0
1961-01-04,26,-0,0.00,0.0,1,24,24,0,0,0
1961-01-05,35,3,0.00,0.0,1,24,24,0,0,0
1961-01-06,43,15,0.00,0.0,1,24,24,0,0,0
1961-01-07,39,10,0.00,0.0,T,24,24,0,0,0
1961-01-08,19,1,0.00,0.0,T,24,24,0,0,0
1961-01-09,34,12,0.00,0.0,T,24,24,0,0,0
1961-01-10,41,12,0.00,0.0,T,24,24,0,0,0
1961-01-11,42,11,0.00,0.0,0,24,24,0,0,0
1961-01-12,43,15,0.00,0.0,0,24,24,0,0,0
1961-01-13,40,19,0.00,0.0,0,24,24,0,0,0
1961-01-14,27,11,0.00,0.0,0,24,24,0,0,0
1961-01-15,26,22,0.00,0.0,0,24,24,0,0,0
1961-01-16,46,20,0.00,0.0,0,24,24,0,0,0
1961-01-17,39,17,0.00,0.0,0,24,24,0,0,0
1961-01-18,24,14,T,T,0,24,24,0,0,0
1961-01-19,18,2,T,T,0,24,24,0,0,0
1961-01-20,12,-7,0.07,1.2,1,24,24,0,0,0
1961-01-21,6,-17,T,T,1,24,24,0,0,0
1961-01-22,-0,-15,0.00,0.0,1,24,24,0,0,0
1961-01-23,12,-17,T,T,1,24,24,0,0,0
1961-01-24,-7,-21,0.00,0.0,1,24,24,0,0,0
1961-01-25,7,-17,T,T,T,24,24,0,0,0
1961-01-26,8,-7,0.01,0.2,T,24,24,0,0,0
1961-01-27,13,-14,T,T,T,24,24,0,0,0
1961-01-28,14,-7,T,T,T,24,24,0,0,0
1961-01-29,15,-11,0.00,0.0,T,24,24,0,0,0
1961-01-30,11,-6,0.14,2.0,T,24,24,0,0,0
1961-01-31,20,-2,T,T,2,24,24,0,0,0
1961-02-01,15,-1,T,T,2,24,24,0,0,0
1961-02-02,13,5,0.02,0.2,2,24,24,0,0,0
1961-02-03,18,-4,0.00,0.0,2,24,24,0,0,0
1961-02-04,25,-9,0.00,0.0,2,24,24,0,0,0
1961-02-05,28,-0,0.00,0.0,1,24,24,0,0,0
1961-02-06,28,5,T,T,1,24,24,0,0,0
1961-02-07,34,2,0.00,0.0,1,24,24,0,0,0
1961-02-08,39,7,0.00,0.0,T,24,24,0,0,0
1961-02-09,39,16,0.00,0.0,T,24,24,0,0,0
1961-02-10,40,12,0.00,0.0,0,24,24,0,0,0
1961-02-11,51,23,T,T,0,24,24,0,0,0
1961-02-12,40,25,0.00,0.0,0,24,24,0,0,0
1961-02-13,38,25,0.00,0.0,0,24,24,0,0,0
1961-02-14,33,17,T,T,0,24,24,0,0,0
1961-02-15,32,27,0.01,0.1,T,24,24,0,0,0
1961-02-16,39,28,T,T,0,24,24,0,0,0
1961-02-17,37,16,0.00,0.0,0,24,24,0,0,0
1961-02-18,21,8,0.70,7.0,3,24,24,0,0,0
1961-02-19,15,-9,0.00,0.0,7,24,24,0,0,0
1961-02-20,33,8,0.00,0.0,7,24,24,0,0,0
1961-02-21,42,16,0.00,0.0,6,24,24,0,0,0
1961-02-22,47,24,T,0.0,3,24,24,0,0,0
1961-02-23,37,19,0.13,1.1,1,24,24,0,0,0
1961-02-24,21,13,0.03,0.3,2,24,24,0,0,0
1961-02-25,27,5,0.00,0.0,2,24,24,0,0,0
1961-02-26,39,22,0.00,0.0,1,24,24,0,0,0
1961-02-27,40,23,0.00,0.0,T,24,24,0,0,0
1961-02-28,41,24,0.00,0.0,T,24,24,0,0,0
1961-03-01,42,26,0.01,T,T,24,24,0,0,0
1961-03-02,48,28,0.06,0.0,T,24,24,0,0,0
1961-03-03,38,25,0.01,0.1,0,24,24,0,0,0
1961-03-04,31,24,0.39,4.3,1,24,24,0,0,0
1961-03-05,29,15,0.70,6.0,4,24,24,0,0,0
1961-03-06,32,6,0.11,1.8,10,24,24,0,0,0
1961-03-07,33,4,T,T,8,24,24,0,0,0
1961-03-08,38,25,T,T,7,24,24,0,0,0
1961-03-09,33,14,0.00,0.0,5,24,24,0,0,0
1961-03-10,32,17,0.10,1.2,5,24,24,0,0,0
1961-03-11,35,19,0.00,0.0,6,24,24,0,0,0
1961-03-12,35,8,0.00,0.0,5,24,24,0,0,0
1961-03-13,38,26,0.00,0.0,4,24,24,0,0,0
1961-03-14,46,19,T,0.0,4,24,24,0,0,0
1961-03-15,37,26,0.00,0.0,2,24,24,0,0,0
1961-03-16,34,19,0.00,0.0,2,24,24,0,0,0
1961-03-17,35,22,0.00,0.0,1,24,24,0,0,0
1961-03-18,41,24,0.00,0.0,1,24,24,0,0,0
1961-03-19,45,30,0.00,0.0,1,24,24,0,0,0
1961-03-20,42,26,T,T,T,24,24,0,0,0
1961-03-21,35,32,0.10,0.9,T,24,24,0,0,0
1961-03-22,36,31,0.07,0.7,T,24,24,0,0,0
1961-03-23,50,31,T,T,T,24,24,0,0,0
1961-03-24,55,25,0.00,0.0,T,24,24,0,0,0
1961-03-25,61,38,T,0.0,0,24,24,0,0,0
