station name: Minneapolis/St Paul Threaded Reoord
station identifier: mspthr
key: T=trace | M=missing | S=multi-day value to follow | A=multi-day accumulative value | blank=unknown
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
1980-04-04,55,29,0.00,0.0,0,24,24,0,0,0
1980-04-05,62,30,0.00,0.0,0,24,24,0,0,0
1980-04-06,64,44,0.03,0.0,0,24,24,0,0,0
1980-04-07,56,42,0.04,0.0,0,24,24,0,0,0
1980-04-08,42,32,0.48,5.0,0,24,24,0,0,0
1980-04-09,32,28,0.19,2.6,4,24,24,0,0,0
1980-04-10,36,27,T,T,6,24,24,0,0,0
1980-04-11,45,24,0.00,0.0,4,24,24,0,0,0
1980-04-12,46,29,0.00,0.0,1,24,24,0,0,0
1980-04-13,38,28,T,T,T,24,24,0,0,0
1980-04-14,54,24,0.00,0.0,T,24,24,0,0,0
1980-04-15,57,38,T,0.0,0,24,24,0,0,0
1980-04-16,62,34,0.00,0.0,0,24,24,0,0,0
1980-04-17,72,39,0.00,0.0,0,24,24,0,0,0
1980-04-18,75,44,0.00,0.0,0,24,24,0,0,0
1980-04-19,80,50,0.00,0.0,0,24,24,0,0,0
1980-04-20,83,45,0.00,0.0,0,24,24,0,0,0
1980-04-21,95,52,0.00,0.0,0,24,24,0,0,0
1980-04-22,90,53,0.00,0.0,0,24,24,0,0,0
1980-04-23,64,42,0.00,0.0,0,24,24,0,0,0
1980-04-24,60,31,0.00,0.0,0,24,24,0,0,0
1980-04-25,57,41,T,0.0,0,24,24,0,0,0
1980-04-26,58,47,0.00,0.0,0,24,24,0,0,0
1980-04-27,74,42,0.00,0.0,0,24,24,0,0,0
1980-04-28,69,39,0.00,0.0,0,24,24,0,0,0
1980-04-29,69,44,T,0.0,0,24,24,0,0,0
1980-04-30,79,49,0.00,0.0,0,24,24,0,0,0
1980-05-01,80,47,0.00,0.0,0,24,24,0,0,0
1980-05-02,81,48,0.00,0.0,0,24,24,0,0,0
1980-05-03,88,46,0.00,0.0,0,24,24,0,0,0
1980-05-04,88,54,0.00,0.0,0,24,24,0,0,0
1980-05-05,74,52,T,0.0,0,24,24,0,0,0
1980-05-06,61,42,0.00,0.0,0,24,24,0,0,0
1980-05-07,50,37,0.00,0.0,0,24,24,0,0,0
1980-05-08,60,41,0.00,0.0,0,24,24,0,0,0
1980-05-09,71,36,T,0.0,0,24,24,0,0,0
1980-05-10,65,44,0.14,0.0,0,24,24,0,0,0
1980-05-11,60,38,0.00,0.0,0,24,24,0,0,0
1980-05-12,66,38,0.10,0.0,0,24,24,0,0,0
1980-05-13,56,43,0.03,0.0,0,24,24,0,0,0
1980-05-14,61,39,T,0.0,0,24,24,0,0,0
1980-05-15,65,31,0.00,0.0,0,24,24,0,0,0
1980-05-16,68,45,T,0.0,0,24,24,0,0,0
1980-05-17,59,51,0.57,0.0,0,24,24,0,0,0
1980-05-18,63,47,0.03,0.0,0,24,24,0,0,0
1980-05-19,78,42,0.00,0.0,0,24,24,0,0,0
1980-05-20,80,49,0.00,0.0,0,24,24,0,0,0
1980-05-21,83,53,0.00,0.0,0,24,24,0,0,0
1980-05-22,86,57,0.00,0.0,0,24,24,0,0,0
1980-05-23,85,58,0.00,0.0,0,24,24,0,0,0
1980-05-24,84,58,0.00,0.0,0,24,24,0,0,0
1980-05-25,87,63,0.00,0.0,0,24,24,0,0,0
1980-05-26,86,66,0.00,0.0,0,24,24,0,0,0
1980-05-27,88,64,0.00,0.0,0,24,24,0,0,0
1980-05-28,93,62,0.01,0.0,0,24,24,0,0,0
1980-05-29,80,62,1.20,0.0,0,24,24,0,0,0
1980-05-30,67,59,0.21,0.0,0,24,24,0,0,0
1980-05-31,76,52,T,0.0,0,24,24,0,0,0
1980-06-01,72,58,0.93,0.0,0,24,24,0,0,0
1980-06-02,71,52,T,0.0,0,24,24,0,0,0
1980-06-03,80,51,0.00,0.0,0,24,24,0,0,0
1980-06-04,80,62,0.06,0.0,0,24,24,0,0,0
1980-06-05,80,59,2.53,0.0,0,24,24,0,0,0
1980-06-06,81,58,0.00,0.0,0,24,24,0,0,0
1980-06-07,72,54,1.39,0.0,0,24,24,0,0,0
1980-06-08,71,45,0.00,0.0,0,24,24,0,0,0
1980-06-09,78,57,T,0.0,0,24,24,0,0,0
1980-06-10,72,49,0.00,0.0,0,24,24,0,0,0
1980-06-11,81,51,0.00,0.0,0,24,24,0,0,0
1980-06-12,78,61,0.36,0.0,0,24,24,0,0,0
1980-06-13,81,63,T,0.0,0,24,24,0,0,0
1980-06-14,85,60,0.00,0.0,0,24,24,0,0,0
1980-06-15,69,51,0.00,0.0,0,24,24,0,0,0
1980-06-16,73,46,0.00,0.0,0,24,24,0,0,0
1980-06-17,82,55,0.00,0.0,0,24,24,0,0,0
1980-06-18,79,54,0.24,0.0,0,24,24,0,0,0
1980-06-19,73,50,0.00,0.0,0,24,24,0,0,0
1980-06-20,76,51,T,0.0,0,24,24,0,0,0
1980-06-21,88,58,0.00,0.0,0,24,24,0,0,0
1980-06-22,86,65,0.00,0.0,0,24,24,0,0,0
1980-06-23,88,65,0.00,0.0,0,24,24,0,0,0
1980-06-24,79,67,0.00,0.0,0,24,24,0,0,0
1980-06-25,92,64,0.00,0.0,0,24,24,0,0,0
1980-06-26,88,72,0.00,0.0,0,24,24,0,0,0
1980-06-27,73,60,0.01,0.0,0,24,24,0,0,0
1980-06-28,83,55,0.00,0.0,0,24,24,0,0,0
1980-06-29,67,54,0.00,0.0,0,24,24,0,0,0
1980-06-30,82,49,0.00,0.0,0,24,24,0,0,0
1980-07-01,80,61,0.00,0.0,0,24,24,0,0,0
1980-07-02,80,51,0.00,0.0,0,24,24,0,0,0
1980-07-03,86,55,0.00,0.0,0,24,24,0,0,0
1980-07-04,90,62,T,0.0,0,24,24,0,0,0
1980-07-05,79,64,0.00,0.0,0,24,24,0,0,0
1980-07-06,87,60,0.00,0.0,0,24,24,0,0,0
1980-07-07,98,72,0.00,0.0,0,24,24,0,0,0
1980-07-08,84,62,0.00,0.0,0,24,24,0,0,0
1980-07-09,91,65,0.00,0.0,0,24,24,0,0,0
1980-07-10,98,67,0.00,0.0,0,24,24,0,0,0
1980-07-11,100,72,0.30,0.0,0,24,24,0,0,0
1980-07-12,92,69,0.00,0.0,0,24,24,0,0,0
1980-07-13,92,66,T,0.0,0,24,24,0,0,0
1980-07-14,99,79,0.02,0.0,0,24,24,0,0,0
1980-07-15,95,66,1.15,0.0,0,24,24,0,0,0
1980-07-16,86,64,0.00,0.0,0,24,24,0,0,0
1980-07-17,90,62,0.03,0.0,0,24,24,0,0,0
1980-07-18,85,66,T,0.0,0,24,24,0,0,0
1980-07-19,89,63,0.05,0.0,0,24,24,0,0,0
1980-07-20,81,64,0.01,0.0,0,24,24,0,0,0
1980-07-21,82,62,0.00,0.0,0,24,24,0,0,0
1980-07-22,78,57,0.00,0.0,0,24,24,0,0,0
1980-07-23,82,56,0.00,0.0,0,24,24,0,0,0
1980-07-24,92,60,0.60,0.0,0,24,24,0,0,0
1980-07-25,83,66,0.06,0.0,0,24,24,0,0,0
1980-07-26,76,59,0.00,0.0,0,24,24,0,0,0
1980-07-27,84,55,0.00,0.0,0,24,24,0,0,0
1980-07-28,84,66,0.08,0.0,0,24,24,0,0,0
1980-07-29,85,57,0.00,0.0,0,24,24,0,0,0
1980-07-30,87,69,T,0.0,0,24,24,0,0,0
1980-07-31,85,63,0.00,0.0,0,24,24,0,0,0
1980-08-01,92,59,T,0.0,0,24,24,0,0,0
1980-08-02,83,64,0.39,0.0,0,24,24,0,0,0
1980-08-03,85,57,0.06,0.0,0,24,24,0,0,0
1980-08-04,79,63,0.06,0.0,0,24,24,0,0,0
1980-08-05,82,62,0.00,0.0,0,24,24,0,0,0
1980-08-06,89,61,0.01,0.0,0,24,24,0,0,0
1980-08-07,89,67,0.22,0.0,0,24,24,0,0,0
1980-08-08,82,65,0.60,0.0,0,24,24,0,0,0
1980-08-09,73,60,T,0.0,0,24,24,0,0,0
1980-08-10,79,63,0.05,0.0,0,24,24,0,0,0
1980-08-11,79,61,0.00,0.0,0,24,24,0,0,0
1980-08-12,81,54,0.03,0.0,0,24,24,0,0,0
1980-08-13,77,64,0.02,0.0,0,24,24,0,0,0
1980-08-14,80,56,0.00,0.0,0,24,24,0,0,0
1980-08-15,78,59,0.00,0.0,0,24,24,0,0,0
1980-08-16,66,56,0.26,0.0,0,24,24,0,0,0
1980-08-17,76,58,0.03,0.0,0,24,24,0,0,0
1980-08-18,87,54,0.00,0.0,0,24,24,0,0,0
1980-08-19,88,66,0.08,0.0,0,24,24,0,0,0
1980-08-20,84,68,0.29,0.0,0,24,24,0,0,0
1980-08-21,81,60,T,0.0,0,24,24,0,0,0
1980-08-22,84,54,0.00,0.0,0,24,24,0,0,0
1980-08-23,80,67,0.07,0.0,0,24,24,0,0,0
1980-08-24,82,68,T,0.0,0,24,24,0,0,0
1980-08-25,90,69,0.03,0.0,0,24,24,0,0,0
1980-08-26,73,58,0.35,0.0,0,24,24,0,0,0
1980-08-27,68,58,T,0.0,0,24,24,0,0,0
1980-08-28,75,61,T,0.0,0,24,24,0,0,0
1980-08-29,88,67,0.00,0.0,0,24,24,0,0,0
1980-08-30,78,56,0.36,0.0,0,24,24,0,0,0
1980-08-31,62,55,0.35,0.0,0,24,24,0,0,0
1980-09-01,74,58,0.01,0.0,0,24,24,0,0,0
1980-09-02,74,55,0.00,0.0,0,24,24,0,0,0
1980-09-03,88,64,0.67,0.0,0,24,24,0,0,0
1980-09-04,75,55,0.00,0.0,0,24,24,0,0,0
1980-09-05,79,52,0.00,0.0,0,24,24,0,0,0
1980-09-06,79,54,0.00,0.0,0,24,24,0,0,0
1980-09-07,83,63,0.00,0.0,0,24,24,0,0,0
1980-09-08,93,67,T,0.0,0,24,24,0,0,0
1980-09-09,71,51,0.00,0.0,0,24,24,0,0,0
1980-09-10,75,44,0.00,0.0,0,24,24,0,0,0
1980-09-11,59,52,1.65,0.0,0,24,24,0,0,0
1980-09-12,71,56,T,0.0,0,24,24,0,0,0
1980-09-13,69,58,T,0.0,0,24,24,0,0,0
1980-09-14,59,55,T,0.0,0,24,24,0,0,0
1980-09-15,73,54,0.04,0.0,0,24,24,0,0,0
1980-09-16,61,41,0.06,0.0,0,24,24,0,0,0
1980-09-17,61,38,T,0.0,0,24,24,0,0,0
1980-09-18,60,47,T,0.0,0,24,24,0,0,0
1980-09-19,82,46,0.44,0.0,0,24,24,0,0,0
1980-09-20,65,54,0.71,0.0,0,24,24,0,0,0
1980-09-21,62,51,T,0.0,0,24,24,0,0,0
1980-09-22,63,42,0.00,0.0,0,24,24,0,0,0
1980-09-23,58,34,T,0.0,0,24,24,0,0,0
1980-09-24,68,49,0.05,0.0,0,24,24,0,0,0
1980-09-25,54,38,0.04,0.0,0,24,24,0,0,0
1980-09-26,58,31,0.00,0.0,0,24,24,0,0,0
1980-09-27,62,41,0.00,0.0,0,24,24,0,0,0
1980-09-28,63,44,0.01,0.0,0,24,24,0,0,0
1980-09-29,64,53,T,0.0,0,24,24,0,0,0
1980-09-30,72,47,0.00,0.0,0,24,24,0,0,0
1980-10-01,67,48,0.00,0.0,0,24,24,0,0,0
1980-10-02,52,42,0.01,0.0,0,24,24,0,0,0
1980-10-03,48,36,T,0.0,0,24,24,0,0,0
1980-10-04,54,35,0.01,0.0,0,24,24,0,0,0
1980-10-05,62,32,0.00,0.0,0,24,24,0,0,0
1980-10-06,71,43,0.00,0.0,0,24,24,0,0,0
1980-10-07,84,47,0.00,0.0,0,24,24,0,0,0
1980-10-08,73,48,0.00,0.0,0,24,24,0,0,0
1980-10-09,72,46,0.00,0.0,0,24,24,0,0,0
1980-10-10,61,43,0.00,0.0,0,24,24,0,0,0
1980-10-11,49,33,0.00,0.0,0,24,24,0,0,0
1980-10-12,49,24,0.00,0.0,0,24,24,0,0,0
1980-10-13,47,34,T,0.0,0,24,24,0,0,0
1980-10-14,44,41,T,0.0,0,24,24,0,0,0
1980-10-15,55,40,0.00,0.0,0,24,24,0,0,0
1980-10-16,63,47,0.28,0.0,0,24,24,0,0,0
1980-10-17,58,41,T,0.0,0,24,24,0,0,0
1980-10-18,41,35,0.03,T,0,24,24,0,0,0
1980-10-19,54,30,0.00,0.0,0,24,24,0,0,0
1980-10-20,61,40,0.00,0.0,0,24,24,0,0,0
1980-10-21,54,35,0.00,0.0,0,24,24,0,0,0
1980-10-22,49,31,T,0.0,0,24,24,0,0,0
1980-10-23,50,40,0.33,0.0,0,24,24,0,0,0
1980-10-24,42,35,T,0.0,0,24,24,0,0,0
1980-10-25,36,33,T,T,0,24,24,0,0,0
1980-10-26,42,24,0.00,0.0,0,24,24,0,0,0
1980-10-27,41,25,0.00,0.0,0,24,24,0,0,0
1980-10-28,41,22,0.00,0.0,0,24,24,0,0,0
1980-10-29,45,19,0.00,0.0,0,24,24,0,0,0
1980-10-30,59,33,0.00,0.0,0,24,24,0,0,0
1980-10-31,55,34,0.00,0.0,0,24,24,0,0,0
1980-11-01,43,29,0.00,0.0,0,24,24,0,0,0
1980-11-02,53,32,0.00,0.0,0,24,24,0,0,0
1980-11-03,57,41,0.02,0.0,0,24,24,0,0,0
1980-11-04,51,38,0.00,0.0,0,24,24,0,0,0
1980-11-05,54,27,0.00,0.0,0,24,24,0,0,0
1980-11-06,63,38,0.00,0.0,0,24,24,0,0,0
1980-11-07,49,38,0.02,0.0,0,24,24,0,0,0
1980-11-08,62,40,T,0.0,0,24,24,0,0,0
1980-11-09,48,34,0.00,0.0,0,24,24,0,0,0
1980-11-10,37,22,0.00,0.0,0,24,24,0,0,0
1980-11-11,39,31,0.00,0.0,0,24,24,0,0,0
1980-11-12,44,36,0.13,0.0,0,24,24,0,0,0
1980-11-13,40,32,0.02,0.1,0,24,24,0,0,0
1980-11-14,36,28,0.00,0.0,0,24,24,0,0,0
1980-11-15,42,22,0.00,0.0,0,24,24,0,0,0
1980-11-16,47,28,0.00,0.0,0,24,24,0,0,0
1980-11-17,35,22,0.00,0.0,0,24,24,0,0,0
1980-11-18,41,15,0.00,0.0,0,24,24,0,0,0
1980-11-19,51,21,0.00,0.0,0,24,24,0,0,0
1980-11-20,44,29,0.01,T,0,24,24,0,0,0
1980-11-21,49,19,0.00,0.0,0,24,24,0,0,0
1980-11-22,58,39,0.00,0.0,0,24,24,0,0,0
1980-11-23,41,24,T,0.0,0,24,24,0,0,0
1980-11-24,31,14,0.00,0.0,0,24,24,0,0,0
1980-11-25,41,14,0.00,0.0,0,24,24,0,0,0
1980-11-26,47,17,0.00,0.0,0,24,24,0,0,0
1980-11-27,40,22,0.00,0.0,0,24,24,0,0,0
1980-11-28,31,22,0.06,0.8,0,24,24,0,0,0
1980-11-29,42,30,T,T,T,24,24,0,0,0
1980-11-30,50,26,0.00,0.0,0,24,24,0,0,0
1980-12-01,31,7,0.03,0.4,0,24,24,0,0,0
1980-12-02,13,3,T,T,T,24,24,0,0,0
1980-12-03,24,7,0.00,0.0,T,24,24,0,0,0
1980-12-04,35,20,0.00,0.0,T,24,24,0,0,0
1980-12-05,37,33,0.01,0.0,T,24,24,0,0,0
1980-12-06,38,33,0.01,0.0,0,24,24,0,0,0
1980-12-07,34,24,0.07,0.6,T,24,24,0,0,0
1980-12-08,24,10,0.00,0.0,1,24,24,0,0,0
1980-12-09,26,9,0.04,0.6,T,24,24,0,0,0
1980-12-10,10,3,T,T,1,24,24,0,0,0
1980-12-11,17,2,T,T,1,24,24,0,0,0
1980-12-12,49,15,T,T,1,24,24,0,0,0
1980-12-13,29,4,0.00,0.0,0,24,24,0,0,0
1980-12-14,30,18,0.00,0.0,0,24,24,0,0,0
1980-12-15,31,16,T,T,0,24,24,0,0,0
1980-12-16,31,24,T,T,T,24,24,0,0,0
1980-12-17,45,27,0.00,0.0,T,24,24,0,0,0
1980-12-18,27,-1,T,T,0,24,24,0,0,0
1980-12-19,5,-6,0.00,0.0,0,24,24,0,0,0
1980-12-20,8,-8,0.00,0.0,0,24,24,0,0,0
1980-12-21,20,3,0.01,0.1,0,24,24,0,0,0
1980-12-22,31,17,0.02,0.2,T,24,24,0,0,0
1980-12-23,27,12,0.05,0.9,T,24,24,0,0,0
1980-12-24,12,-9,T,T,1,24,24,0,0,0
1980-12-25,16,-12,T,T,1,24,24,0,0,0
1980-12-26,21,12,T,T,1,24,24,0,0,0
1980-12-27,29,13,0.00,0.0,1,24,24,0,0,0
1980-12-28,34,26,T,0.0,T,24,24,0,0,0
1980-12-29,35,21,0.00,0.0,T,24,24,0,0,0
1980-12-30,45,25,0.00,0.0,T,24,24,0,0,0
1980-12-31,34,30,T,T,0,24,24,0,0,0
1981-01-01,32,13,0.04,0.4,T,24,24,0,0,0
1981-01-02,18,5,T,T,T,24,24,0,0,0
1981-01-03,5,-8,0.00,0.0,T,24,24,0,0,0
1981-01-04,6,-13,0.00,0.0,T,24,24,0,0,0
1981-01-05,28,1,0.00,0.0,T,24,24,0,0,0
1981-01-06,29,2,0.09,1.0,1,24,24,0,0,0
1981-01-07,6,-8,0.00,0.0,1,24,24,0,0,0
1981-01-08,14,-0,0.00,0.0,1,24,24,0,0,0
1981-01-09,11,-4,T,T,1,24,24,0,0,0
1981-01-10,6,-7,0.01,0.1,1,24,24,0,0,0
1981-01-11,15,-11,T,T,1,24,24,0,0,0
1981-01-12,41,10,T,T,1,24,24,0,0,0
1981-01-13,31,13,0.02,0.3,T,24,24,0,0,0
1981-01-14,30,16,0.03,0.5,1,24,24,0,0,0
1981-01-15,17,2,T,T,1,24,24,0,0,0
1981-01-16,16,-1,0.00,0.0,1,24,24,0,0,0
1981-01-17,40,5,0.00,0.0,1,24,24,0,0,0
1981-01-18,46,14,0.00,0.0,T,24,24,0,0,0
1981-01-19,44,16,0.00,0.0,T,24,24,0,0,0
1981-01-20,38,14,0.00,0.0,T,24,24,0,0,0
1981-01-21,42,20,0.00,0.0,T,24,24,0,0,0
1981-01-22,47,15,0.00,0.0,T,24,24,0,0,0
1981-01-23,48,17,0.00,0.0,T,24,24,0,0,0
1981-01-24,57,25,0.00,0.0,0,24,24,0,0,0
1981-01-25,52,32,T,T,0,24,24,0,0,0
1981-01-26,35,24,T,T,T,24,24,0,0,0
1981-01-27,24,9,0.02,0.3,T,24,24,0,0,0
1981-01-28,20,5,T,T,T,24,24,0,0,0
1981-01-29,22,4,0.00,0.0,T,24,24,0,0,0
1981-01-30,30,2,0.00,0.0,T,24,24,0,0,0
1981-01-31,32,20,0.09,2.0,T,24,24,0,0,0
1981-02-01,25,-2,0.11,1.6,3,24,24,0,0,0
1981-02-02,2,-7,T,T,3,24,24,0,0,0
1981-02-03,13,-8,0.00,0.0,3,24,24,0,0,0
1981-02-04,9,-5,0.00,0.0,3,24,24,0,0,0
1981-02-05,26,3,0.02,0.3,3,24,24,0,0,0
1981-02-06,26,10,0.11,1.6,3,24,24,0,0,0
1981-02-07,27,8,0.11,1.9,5,24,24,0,0,0
1981-02-08,14,5,T,0.2,6,24,24,0,0,0
1981-02-09,8,-4,0.02,0.4,6,24,24,0,0,0
1981-02-10,2,-12,0.07,1.4,7,24,24,0,0,0
1981-02-11,1,-20,0.00,0.0,8,24,24,0,0,0
1981-02-12,13,-2,0.03,0.3,8,24,24,0,0,0
1981-02-13,37,-1,T,T,7,24,24,0,0,0
1981-02-14,42,15,0.00,0.0,5,24,24,0,0,0
1981-02-15,50,37,T,0.0,4,24,24,0,0,0
1981-02-16,60,35,0.00,0.0,T,24,24,0,0,0
1981-02-17,55,33,0.00,0.0,T,24,24,0,0,0
1981-02-18,58,35,T,0.0,0,24,24,0,0,0
1981-02-19,57,33,0.00,0.0,0,24,24,0,0,0
1981-02-20,57,27,0.00,0.0,0,24,24,0,0,0
1981-02-21,42,33,0.50,2.1,0,24,24,0,0,0
1981-02-22,40,33,0.06,0.2,1,24,24,0,0,0
1981-02-23,43,30,0.10,1.0,T,24,24,0,0,0
1981-02-24,47,26,0.00,0.0,T,24,24,0,0,0
1981-02-25,39,24,0.00,0.0,0,24,24,0,0,0
1981-02-26,37,22,0.00,0.0,0,24,24,0,0,0
1981-02-27,34,32,1.01,T,0,24,24,0,0,0
1981-02-28,34,28,T,T,0,24,24,0,0,0
1981-03-01,42,23,0.00,0.0,0,24,24,0,0,0
1981-03-02,29,16,0.00,0.0,0,24,24,0,0,0
1981-03-03,42,15,0.00,0.0,0,24,24,0,0,0
1981-03-04,34,21,0.00,0.0,0,24,24,0,0,0
1981-03-05,38,17,T,T,0,24,24,0,0,0
1981-03-06,30,15,T,T,T,24,24,0,0,0
1981-03-07,40,13,0.00,0.0,0,24,24,0,0,0
1981-03-08,44,19,0.00,0.0,0,24,24,0,0,0
1981-03-09,43,27,0.00,0.0,0,24,24,0,0,0
1981-03-10,42,27,0.01,0.1,0,24,24,0,0,0
1981-03-11,53,23,0.00,0.0,0,24,24,0,0,0
1981-03-12,54,32,0.00,0.0,0,24,24,0,0,0
1981-03-13,41,28,0.00,0.0,0,24,24,0,0,0
1981-03-14,61,20,T,0.0,0,24,24,0,0,0
1981-03-15,55,29,0.00,0.0,0,24,24,0,0,0
1981-03-16,52,20,0.00,0.0,0,24,24,0,0,0
1981-03-17,41,27,0.00,0.0,0,24,24,0,0,0
1981-03-18,39,22,0.00,0.0,0,24,24,0,0,0
1981-03-19,43,25,0.00,0.0,0,24,24,0,0,0
1981-03-20,45,21,0.00,0.0,0,24,24,0,0,0
1981-03-21,49,25,0.00,0.0,0,24,24,0,0,0
1981-03-22,56,26,0.00,0.0,0,24,24,0,0,0
1981-03-23,58,32,0.00,0.0,0,24,24,0,0,0
1981-03-24,60,33,0.00,0.0,0,24,24,0,0,0
